NumOfRequests,Period, Throughput, Response Time,Acme Web CPU Usage,MongoDB CPU Usage,VM 1 Avg Host CPU Usage,VM 1 Host CPU 0 Usage,VM 1 Host CPU 1 Usage,VM 2 Avg Host CPU Usage,VM 2 Host CPU 0 Usage,VM 2 Host CPU 1 Usage,MongoDB Memory Usage,Acme Web Memory Usage,VM 1 Host Mem Usage,VM 1 Host Mem Total,VM 2 Host Mem Usage,VM 2 Host Mem Total
1333,0.075,108.2,1.9,9.96,3.9845,10.19,10.06,10.39,5.005,4.98,5.03,171503616,47354675.2,718627635.2,8346394624,718627635.2,8126898176
2000,0.05,154.3,1.9,13.945,5.485,13.255,12.79,13.73,6.235,6.03,6.44,173963878.4,48910540.8,720026828.8,8346394624,720026828.8,8126898176
1333,0.075,108.2,1.8,9.64,3.787,10.065,9.9,10.31,4.965,5.04,4.89,177345740.8,48173670.4,719294873.6,8346394624,719294873.6,8126898176
2000,0.05,154.3,1.9,14.61904762,5.04,13.54761905,13.47619048,13.61904762,5.933333333,5.657142857,6.20952381,177846759.6,47778669.71,719153054.5,8346394624,719153054.5,8126898176
1333,0.075,108.2,1.8,9.34,3.95,9.92,9.99,9.84,5,4.77,5.23,178219008,46277632,716976128,8346394624,716976128,8126898176
2000,0.05,154.3,1.8,13.2,5.137619048,12.77619048,12.78095238,12.77142857,5.833333333,5.857142857,5.80952381,178590281.1,48867620.57,719534567.6,8346394624,719534567.6,8126898176
1333,0.075,108.2,1.8,9.38,3.9605,9.995,9.77,10.25,5.105,4.88,5.33,179174400,47182233.6,718348902.4,8346394624,718348902.4,8126898176
2000,0.05,154.3,1.8,13.5,5.233333333,12.91904762,12.75238095,13.22857143,5.757142857,5.476190476,6.038095238,179588339.8,50301610.67,721124205.7,8346394624,721124205.7,8126898176
1333,0.075,108.2,1.8,9.826315789,3.978947368,10.32631579,10.16842105,10.45263158,5.057894737,5.115789474,5,179884032,46163860.21,717070551.6,8346394624,717070551.6,8126898176
2000,0.05,154.3,1.8,13.605,5.395,13.26,13.4,13.22,6.04,6.04,6.04,180256153.6,49046528,720285900.8,8346394624,720285900.8,8126898176
1333,0.075,108.2,1.8,9.485,3.9545,10.06,9.91,9.98,5.045,5.02,5.07,180516864,46572953.6,717749043.2,8346394624,717749043.2,8126898176
2000,0.05,154.3,1.9,13.16190476,5.428571429,12.98571429,12.55238095,13.16190476,6.023809524,6,6.047619048,182582905.9,49339440.76,719819142.1,8346394624,719819142.1,8126898176
1333,0.075,108.2,1.8,9.165,3.96,9.975,9.94,9.95,4.91,5.11,4.71,186362265.6,47832678.4,718641766.4,8346394624,718641766.4,8126898176
2000,0.05,154.3,1.8,13.30952381,5.023809524,12.85714286,11.8952381,13.71428571,5.714285714,5.8,5.628571429,187437836.2,50199015.62,720657066.7,8346394624,720657066.7,8126898176
1333,0.075,108.2,1.8,9.545,3.79,9.99,9.77,10.18,4.91,4.76,5.06,187648409.6,49494425.6,720246579.2,8346394624,720246579.2,8126898176
2000,0.05,154.3,1.8,13.21904762,5.214285714,12.99047619,12.77142857,13.01904762,5.79047619,5.676190476,5.904761905,187682035.8,50081401.9,720717141.3,8346394624,720717141.3,8126898176
1333,0.075,108.2,1.9,9.836842105,4.131578947,10.29473684,10.13684211,10.64210526,5.268421053,5.178947368,5.357894737,187701140.2,47082010.95,718195442.5,8346394624,718195442.5,8126898176
2000,0.05,154.3,1.8,13.1952381,5.171904762,12.75238095,12.33333333,13.02857143,5.952380952,6,5.904761905,187997427.8,49295750.1,720400969.1,8346394624,720400969.1,8126898176
1333,0.075,108.2,1.8,9.515,3.965,10.05,9.79,10.29,4.96,4.84,5.08,187770880,48212582.4,719329484.8,8346394624,719329484.8,8126898176
2000,0.05,154.3,1.8,13.14285714,5.180952381,12.72380952,12.67619048,12.85714286,5.70952381,5.657142857,5.761904762,187772733,49656393.14,720743082.7,8346394624,720743082.7,8126898176
1333,0.075,108.2,1.8,9.942105263,4,10.37368421,10.37894737,10.52631579,5.057894737,5.115789474,5,188232326.7,48272653.47,719515863.6,8346394624,719515863.6,8126898176
2000,0.05,154.3,1.9,13.21428571,5.218095238,12.90952381,12.72380952,13.23809524,5.876190476,5.733333333,6.019047619,188927805,50471107.05,721842956.2,8346394624,721842956.2,8126898176
1333,0.075,108.2,1.8,9.27,3.989,9.94,9.76,10.08,5.075,5.05,5.1,189553664,47508480,719014092.8,8346394624,719014092.8,8126898176
2000,0.05,154.3,1.8,13.62,5.42,13.25,12.87,13.56,6.165,6.04,6.29,189891379.2,49751040,720822681.6,8346394624,720822681.6,8126898176
1333,0.075,108.2,1.8,9.636842105,4.026315789,10.3,10.16842105,10.34736842,5.084210526,5.147368421,5.021052632,190257475.4,47446770.53,718861581.5,8346394624,718861581.5,8126898176
2000,0.05,154.3,1.8,13.25238095,5.072857143,12.77619048,12.67619048,13.11428571,5.771428571,5.914285714,5.628571429,192125025.5,49778102.86,720085772.2,8346394624,720085772.2,8126898176
1333,0.075,108.2,1.9,10.51,3.895,10.54,10.44,10.71,5.07,4.96,5.18,193464729.6,47963136,718166220.8,8346394624,718166220.8,8126898176
2000,0.05,154.3,1.9,14.08,5.405,13.38,12.97,13.94,6.075,6.2,5.95,194572492.8,48981811.2,719214387.2,8346394624,719214387.2,8126898176
1333,0.075,108.2,1.8,9.45,3.93,9.91,10.28,9.69,5.085,5.02,5.15,195085926.4,47748505.6,718190796.8,8346394624,718190796.8,8126898176
2000,0.05,154.3,1.8,13.4047619,5.232380952,12.96666667,13.12380952,12.85714286,5.866666667,5.819047619,5.914285714,195399485,49617188.57,719970304,8346394624,719970304,8126898176
1333,0.075,108.2,1.9,9.875,3.94,10.135,10.05,10.41,4.955,4.96,4.95,195632537.6,48408166.4,719206400,8346394624,719206400,8126898176
2000,0.05,154.3,1.9,14.41904762,4.981428571,13.40952381,13.23809524,13.72380952,5.757142857,5.733333333,5.780952381,196139885.7,48505222.1,719347126.9,8346394624,719347126.9,8126898176
1333,0.075,108.2,1.8,9.405,4.063,10.02,9.96,9.9,5.12,5.105,5.135,197815500.8,47625625.6,718693990.4,8346394624,718693990.4,8126898176
2000,0.05,154.3,1.9,13.4047619,5.271428571,12.91428571,12.75238095,13.17142857,6.00952381,5.847619048,6.171428571,201350192.8,48349574.1,719104682.7,8346394624,719104682.7,8126898176
1333,0.075,108.2,1.9,10.09473684,4.136842105,10.45789474,10.44210526,10.49473684,5.378947368,5.115789474,5.694736842,202318470.7,47471130.95,718307112.4,8346394624,718307112.4,8126898176
2000,0.05,154.3,1.8,12.88571429,5.252380952,12.74285714,12.58095238,12.9047619,6.057142857,5.857142857,6.257142857,202363855.2,49222412.19,720084211.8,8346394624,720084211.8,8126898176
1333,0.075,108.2,1.8,9.185,3.888,9.825,9.25,10.43,5.03,4.95,5.11,201897164.8,47580979.2,718331494.4,8346394624,718331494.4,8126898176
2000,0.05,154.3,1.9,13.71904762,5.242857143,13.11428571,13.00952381,13.07619048,6.019047619,5.952380952,6.085714286,201476973.7,50222421.33,721281609.1,8346394624,721281609.1,8126898176
1333,0.075,108.2,1.8,9.884210526,4.105263158,10.38947368,10.43157895,10.32631579,5.210526316,5.252631579,5.168421053,201848939.8,47989598.32,718269817.3,8346394624,718269817.3,8126898176
2000,0.05,154.3,1.8,13.12857143,5.17952381,12.81428571,12.52380952,13.2,6.038095238,6.047619048,6.028571429,201989558.9,49771471.24,720566759.6,8346394624,720566759.6,8126898176
1333,0.075,108.2,1.8,9.725,3.9685,10.205,9.86,10.48,5.15,5.19,5.11,200927027.2,48443596.8,719561318.4,8346394624,719561318.4,8126898176
2000,0.05,154.3,1.8,13.515,5.425,13.295,12.98,13.27,6.035,6.05,6.02,200569241.6,49944576,720285491.2,8346394624,720285491.2,8126898176
1333,0.075,108.2,1.8,9.631578947,4.015789474,10.25263158,10.01052632,10.63157895,5.126315789,5.315789474,4.936842105,200914620.6,48718255.16,720004581.1,8346394624,720004581.1,8126898176
2000,0.05,154.3,1.9,13.37142857,5.295714286,12.77619048,12.96190476,12.77142857,5.90952381,5.952380952,5.866666667,202510141,50177365.33,721473536,8346394624,721473536,8126898176
1333,0.075,108.2,1.9,10.445,3.9405,10.62,10.56,10.72,5.055,4.99,5.12,203829657.6,47871385.6,719029657.6,8346394624,719029657.6,8126898176
2000,0.05,154.3,1.9,14.425,5.41,13.495,13.12,14.03,6.125,6.06,6.19,204599091.2,48622796.8,719126323.2,8346394624,719126323.2,8126898176
