"Time","Acme Web CPU Usage","Acme Web Memory Usage","MongoDB CPU Usage","MongoDB Memory Usage","VM 1 Avg Host CPU Usage","VM 1 Host CPU 0 Usage","VM 1 Host CPU 1 Usage","VM 1 Host Mem Usage","VM 1 Host Mem Total","VM 2 Avg Host CPU Usage","VM 2 Host CPU 0 Usage","VM 2 Host CPU 1 Usage","VM 2 Host Mem Usage","VM 2 Host Mem Total"
2022-01-22 21:30:15,30,56987648,10,220377088,31,33,29,838565888,8346394624,15,17,13,988966912,8126898176
2022-01-22 21:30:20,29,56991744,11,220659712,27,28,26,838402048,8346394624,11,12,11,988753920,8126898176
2022-01-22 21:30:25,27,56991744,12,220430336,26,26,27,839299072,8346394624,13,13,13,989065216,8126898176
2022-01-22 21:30:30,25,56909824,9.9,220442624,27,29,25,839667712,8346394624,11,11,11,988823552,8126898176
2022-01-22 21:30:35,29,56922112,9.3,220442624,26,27,24,841560064,8346394624,12,12,12,989904896,8126898176
2022-01-22 21:30:40,32,58494976,9.6,220467200,28,28,29,840839168,8346394624,13,13,13,989171712,8126898176
2022-01-22 21:30:45,24,58724352,9.3,220352512,29,30,29,842199040,8346394624,11,11,11,989515776,8126898176
2022-01-22 21:30:50,13,58765312,8.7,220418048,19,19,18,843542528,8346394624,9.2,9.2,9.2,989831168,8126898176
2022-01-22 21:30:55,3.0,58765312,4.9,220184576,7.4,7.8,7.0,842366976,8346394624,3.8,3.6,4.0,989822976,8126898176
2022-01-22 21:31:00,0.011,58765312,0.93,220184576,4.3,4.4,4.2,842608640,8346394624,2.1,2.2,2.0,989822976,8126898176
2022-01-22 21:31:05,0.0097,58765312,0.26,220184576,3.9,4.6,3.2,842608640,8346394624,3.0,3.0,3.0,989564928,8126898176
2022-01-22 21:31:10,0.0099,58765312,0.27,220274688,3.8,3.4,4.2,842608640,8346394624,2.5,2.6,2.4,989560832,8126898176
2022-01-22 21:31:15,0.012,58765312,0.27,220188672,5.4,4.6,6.2,842858496,8346394624,5.6,7.8,3.4,989671424,8126898176
2022-01-22 21:31:20,0.011,58765312,2.1,220344320,4.8,5.2,4.4,842350592,8346394624,2.4,2.2,2.6,989929472,8126898176
2022-01-22 21:31:25,0.011,58765312,2.1,220229632,3.6,3.8,3.4,842698752,8346394624,2.8,3.2,2.4,990187520,8126898176
2022-01-22 21:31:30,0.90,58765312,0.27,220315648,5,4.4,5.6,842276864,8346394624,2.3,1.8,2.8,989671424,8126898176
2022-01-22 21:31:35,7.8,55795712,0.65,220360704,6.6,6.6,6.6,842776576,8346394624,4.9,4.4,5.4,989630464,8126898176
2022-01-22 21:31:40,25,52486144,3.1,220184576,21,23,19,839131136,8346394624,11,12,11,989466624,8126898176
2022-01-22 21:31:45,31,52486144,7.6,220385280,34,35,33,840912896,8346394624,16,16,15,989671424,8126898176
2022-01-22 21:31:50,28,54476800,10,220377088,31,33,29,838885376,8346394624,14,14,14,990076928,8126898176
