"Time","Acme Web CPU Usage","Acme Web Memory Usage","MongoDB CPU Usage","MongoDB Memory Usage","Avg Host CPU Usage","Host CPU 0 Usage","Host CPU 1 Usage","Host Mem Usage","Host Mem Total"
2022-01-13 11:41:40,28,66822144,13,122572800,43,43,43,1063559168,8346394624
2022-01-13 11:41:45,31,67276800,15,122793984,47,45,49,1063317504,8346394624
2022-01-13 11:41:50,34,66191360,16,122740736,44,43,45,1062395904,8346394624
2022-01-13 11:41:55,32,65941504,14,123346944,48,50,45,1063211008,8346394624
2022-01-13 11:42:00,32,66961408,16,123510784,55,56,55,1063325696,8346394624
2022-01-13 11:42:05,30,67051520,19,123723776,45,44,45,1063817216,8346394624
2022-01-13 11:42:10,29,68055040,16,123715584,47,43,52,1064099840,8346394624
2022-01-13 11:42:15,33,66605056,16,124391424,48,48,48,1062989824,8346394624
2022-01-13 11:42:20,32,67067904,16,124329984,45,44,45,1066291200,8346394624
2022-01-13 11:42:25,30,67162112,14,124805120,50,52,48,1066160128,8346394624
2022-01-13 11:42:30,33,67432448,16,125317120,52,52,51,1068195840,8346394624
2022-01-13 11:42:35,25,67489792,14,125620224,32,32,32,1064570880,8346394624
2022-01-13 11:42:40,8.8,67514368,6.2,125517824,10,11,9.6,1064386560,8346394624
2022-01-13 11:42:45,0.99,67514368,0.97,125517824,4.1,3.6,4.6,1064136704,8346394624
2022-01-13 11:42:50,0.013,67514368,0.39,125517824,4.0,3.8,4.2,1064144896,8346394624
2022-01-13 11:42:55,0.014,67514368,0.46,125616128,4.1,4.2,4.0,1063628800,8346394624
2022-01-13 11:43:00,0.016,67514368,1.2,125677568,7.2,6.0,8.4,1064882176,8346394624
