Acme Web CPU Usage,Acme Web Memory Usage,MongoDB CPU Usage,MongoDB Memory Usage,Avg Host CPU Usage,Host CPU 0 Usage,Host CPU 1 Usage,Host Mem Usage,Host Mem Total
5.4,49152000,2.8,142008320,22,21,22,1116254208,8346394624
4.2,49233920,2.9,142041088,28,28,27,1118134272,8346394624
4.9,49356800,2.8,142065664,27,28,26,1123618816,8346394624
4.6,49442816,2.6,142032896,22,23,21,1117982720,8346394624
4.2,49790976,2.5,142057472,28,29,27,1118105600,8346394624
6.3,49217536,3,142155776,27,27,26,1117945856,8346394624
6.2,49217536,2.6,142299136,22,22,21,1117708288,8346394624
5.4,49217536,4.1,142422016,30,32,29,1118285824,8346394624
5.7,49217536,4.9,142315520,26,27,26,1119555584,8346394624
5,49217536,2.9,142225408,24,23,25,1118957568,8346394624
4.5,49217536,2.7,142376960,27,27,26,1118654464,8346394624
4.5,49217536,2.8,142450688,26,27,25,1119690752,8346394624
3.1,49217536,2.1,142454784,18,18,18,1119199232,8346394624
1.1,49217536,0.94,142475264,4.3,3.8,4.8,1118924800,8346394624
0.015,49217536,0.4,142475264,3.9,3.8,4,1119182848,8346394624
0.014,49217536,0.43,142471168,6.2,7.2,5.2,1119735808,8346394624
0.015,49217536,0.43,142471168,3.9,3.4,4.4,1118568448,8346394624
0.014,49217536,0.38,142602240,4,4,4,1118273536,8346394624
0.074,49217536,0.34,142487552,3.7,3.2,4.2,1117741056,8346394624
2.1,49360896,2.1,142577664,9.3,9.2,9.4,1117769728,8346394624
4.6,49360896,3.4,142602240,25,26,24,1120358400,8346394624
4.6,49360896,2.7,142499840,30,33,28,1121476608,8346394624
4.6,49405952,2.6,142520320,27,27,26,1121570816,8346394624
5.1,49475584,3,142565376,38,41,35,1120133120,8346394624
5.1,49500160,3.1,142712832,34,35,32,1130446848,8346394624
4.6,49500160,2.5,142639104,27,28,26,1130930176,8346394624
4.5,49635328,2.6,142667776,36,38,34,1132089344,8346394624
5.5,49704960,2.8,142766080,36,37,36,1133948928,8346394624
6.4,50057216,2.8,142794752,28,28,27,1133637632,8346394624
5.4,49893376,3.2,142893056,37,38,37,1133625344,8346394624
5.7,49897472,3.2,142782464,36,36,35,1133969408,8346394624
6.3,49901568,4.7,143015936,29,31,27,1135177728,8346394624
5.4,49901568,4.1,142901248,35,37,34,1136394240,8346394624
4.3,49901568,2.3,142925824,37,38,36,1136861184,8346394624
4.7,49901568,3.1,142954496,26,27,25,1136562176,8346394624
5.6,49901568,2.9,143048704,36,38,34,1137483776,8346394624
4.8,49963008,2.8,143073280,33,35,32,1137487872,8346394624
4.5,50028544,2.9,143147008,27,28,26,1137618944,8346394624
4.3,50135040,2.7,143167488,33,34,32,1138237440,8346394624
4,50163712,2.6,143204352,35,37,34,1138233344,8346394624
5.1,49205248,2.5,143101952,28,29,27,1138442240,8346394624
5.7,49205248,2.7,143118336,33,34,31,1139097600,8346394624
4.7,49209344,2.8,143142912,37,37,36,1138323456,8346394624
4.9,49209344,4.3,143577088,29,30,29,1138458624,8346394624
5.4,49209344,4.3,143593472,31,32,31,1139400704,8346394624
5.3,49233920,3.2,143360000,39,40,38,1139884032,8346394624
4.8,49233920,2.8,143380480,26,26,25,1139220480,8346394624
4.4,49262592,2.5,143405056,33,34,32,1139662848,8346394624
3.6,49262592,2.1,143413248,33,34,31,1139879936,8346394624
1.3,49262592,1,143417344,4.8,4.8,4.8,1139200000,8346394624
0.057,49262592,0.45,143417344,3.6,3.2,4,1139113984,8346394624
0.014,49262592,0.35,143417344,6.5,5.6,7.4,1138769920,8346394624
0.014,49262592,0.38,143417344,3.4,3.6,3.2,1138688000,8346394624
0.012,49262592,0.37,143511552,4.4,4.2,4.6,1139478528,8346394624
0.012,49262592,0.37,143417344,3.4,3.6,3.2,1138229248,8346394624
1.4,49418240,1.6,143515648,8.5,7.6,9.4,1137889280,8346394624
4.2,49377280,3.1,143548416,24,26,22,1138995200,8346394624
5.5,49377280,3,143585280,42,42,41,1140310016,8346394624
4.8,49377280,2.7,143732736,33,34,31,1137741824,8346394624
5.2,49377280,2.6,143630336,43,45,42,1139146752,8346394624
5.5,49377280,2.9,143654912,45,46,43,1139466240,8346394624
4.5,49377280,3,143675392,35,37,33,1140494336,8346394624
4,49377280,2.5,143568896,40,41,38,1141047296,8346394624
5.2,49381376,2.6,143458304,47,49,46,1141547008,8346394624
6.4,49385472,3.2,143491072,33,33,33,1142231040,8346394624
5.8,49385472,3.3,143532032,42,44,40,1143709696,8346394624
5.8,49385472,2.9,143556608,48,51,46,1144320000,8346394624
5.6,49385472,3.9,143482880,35,36,34,1144348672,8346394624
5.1,49389568,3.9,143503360,42,43,40,1145167872,8346394624
4.9,49389568,3.2,143548416,47,48,46,1145389056,8346394624
5.4,49389568,3.2,143568896,32,33,32,1144524800,8346394624
6.3,49393664,2.9,143605760,42,43,40,1145053184,8346394624
5.7,49393664,2.9,143757312,47,50,45,1145987072,8346394624
4.8,49393664,2.8,143712256,35,37,33,1146871808,8346394624
4.6,49393664,3,143867904,40,41,38,1146884096,8346394624
4.5,49393664,2.9,143814656,47,48,46,1146818560,8346394624
4,49393664,2.8,143712256,33,33,32,1145643008,8346394624
5.7,49393664,3.1,143806464,42,43,40,1145991168,8346394624
6.2,49393664,2.5,143818752,46,48,45,1146658816,8346394624
4.2,49393664,3.7,144183296,35,37,32,1143828480,8346394624
4.8,49397760,4.3,143945728,41,42,40,1144680448,8346394624
5.7,49397760,3.1,143994880,48,50,46,1146142720,8346394624
4.9,49397760,2.8,144015360,32,32,32,1145200640,8346394624
4.5,49397760,3,144060416,41,42,39,1145593856,8346394624
3.8,49397760,2.5,144068608,42,43,40,1145561088,8346394624
1.5,49397760,1.2,144076800,7.5,7.4,7.6,1145274368,8346394624
0.07,49397760,0.45,144076800,3.8,4.4,3.2,1145122816,8346394624
0.013,49397760,0.37,144080896,6.1,4.6,7.6,1145446400,8346394624
0.013,49397760,0.4,144080896,3.7,4,3.4,1144578048,8346394624
0.013,49397760,0.37,144187392,3.7,3.2,4.2,1144639488,8346394624
0.013,49397760,0.37,144080896,3.8,3.6,4,1143996416,8346394624
0.65,49397760,1.9,144216064,7.1,8,6.2,1143562240,8346394624
3.4,49397760,3.1,144113664,23,24,22,1145274368,8346394624
5.1,49397760,2.6,144068608,51,53,48,1145139200,8346394624
4.5,49397760,2.5,144089088,38,39,37,1139056640,8346394624
4.8,49397760,3,144121856,47,49,46,1139544064,8346394624
5.2,49397760,2.8,144269312,51,53,49,1140473856,8346394624
4.9,49397760,2.6,144220160,45,47,43,1138794496,8346394624
4.4,49397760,3,144240640,46,47,44,1140572160,8346394624
5.2,49397760,3.4,144400384,56,57,55,1141587968,8346394624
6.5,49397760,3.3,144158720,45,45,44,1143214080,8346394624
6.1,49397760,3.2,144326656,46,47,45,1143586816,8346394624
5.4,49397760,3.2,144351232,53,56,51,1143906304,8346394624
5,49397760,4.5,144535552,47,49,45,1144836096,8346394624
5.1,49397760,4.4,144429056,45,47,42,1145798656,8346394624
5.2,49397760,2.8,144314368,52,53,51,1147478016,8346394624
5,49397760,2.7,144338944,43,45,41,1147740160,8346394624
5.6,49397760,2.7,144367616,45,46,43,1147482112,8346394624
5.3,49397760,3,144392192,53,57,50,1147568128,8346394624
4.4,49397760,2.4,144408576,47,50,44,1147150336,8346394624
4.5,49397760,2.5,144433152,41,43,40,1148100608,8346394624
4.3,49397760,2.7,144465920,55,58,52,1151574016,8346394624
3.8,49397760,2.4,144486400,45,46,44,1151819776,8346394624
4.8,49397760,2.9,144515072,43,45,40,1152012288,8346394624
5.6,49397760,2.9,144400384,61,67,54,1168957440,8346394624
5.5,49397760,3.8,144752640,54,55,52,1171365888,8346394624
5,49397760,4.4,144785408,40,41,39,1167876096,8346394624
5.4,49397760,3.3,145006592,56,57,55,1165156352,8346394624
4.6,49397760,2.7,144900096,45,47,43,1164800000,8346394624
4.9,49397760,3,144883712,42,44,40,1164328960,8346394624
4.6,49397760,2.6,144904192,55,59,52,1166176256,8346394624
1.3,49397760,1.1,144908288,17,18,16,1165070336,8346394624
0.2,49397760,0.4,144908288,4,4,4,1164718080,8346394624
0.014,49397760,0.35,144908288,5.8,6.2,5.4,1165287424,8346394624
0.013,49397760,0.37,144908288,3.8,3.6,4,1165197312,8346394624
0.012,49397760,0.39,144994304,3.9,4.4,3.4,1164193792,8346394624
0.012,49397760,0.39,144908288,3.9,4,3.8,1164070912,8346394624
0.67,49397760,1.7,145264640,7.1,6.6,7.6,1163841536,8346394624
3,49397760,2.8,145289216,14,13,14,1163939840,8346394624
5.3,49397760,2.7,145178624,61,62,59,1162686464,8346394624
5.7,49397760,2.9,145203200,60,63,57,1160400896,8346394624
5.5,49397760,3.1,145235968,44,45,44,1158660096,8346394624
5.3,49397760,3.1,145260544,60,63,57,1164926976,8346394624
5.6,49397760,3.1,145297408,68,73,64,1170739200,8346394624
5.1,49397760,2.9,145182720,49,51,46,1171181568,8346394624
5.6,49397760,2.8,145272832,59,60,57,1171910656,8346394624
7.6,49397760,3.2,145305600,64,67,62,1174790144,8346394624
9.1,49401856,3.4,145354752,50,52,48,1171488768,8346394624
8.5,49401856,3.3,145379328,64,68,59,1174507520,8346394624
6.8,49401856,5.4,145494016,65,67,64,1174974464,8346394624
7,49528832,5,145510400,52,56,47,1173991424,8346394624
6.5,49590272,3,145539072,57,60,55,1174827008,8346394624
5.6,49770496,2.9,145420288,62,65,59,1175236608,8346394624
6.4,49856512,2.7,145559552,48,52,45,1173901312,8346394624
6.7,49967104,3.2,145588224,56,56,56,1175408640,8346394624
6.1,50040832,3.2,145723392,61,64,59,1175941120,8346394624
5.2,50089984,3.1,145874944,48,50,47,1174089728,8346394624
4.7,50196480,2.6,145625088,55,58,52,1173618688,8346394624
5.6,50356224,2.7,145649664,62,65,60,1175830528,8346394624
6.7,49979392,3.4,145715200,53,57,49,1173196800,8346394624
6.8,49909760,3.2,145739776,59,63,55,1177047040,8346394624
5.5,49975296,4.2,145965056,64,67,61,1177726976,8346394624
5.8,49975296,4.3,145989632,51,54,48,1175879680,8346394624
6.5,49975296,3.3,145883136,55,58,53,1175773184,8346394624
6,49975296,3.5,145907712,63,66,61,1177157632,8346394624
6,49975296,3.4,146145280,53,55,51,1177284608,8346394624
4.8,49975296,2.7,146030592,51,54,48,1177444352,8346394624
2.1,49975296,1.3,145895424,31,34,28,1176780800,8346394624
0.38,49975296,0.5,145895424,4,3.4,4.6,1176506368,8346394624
0.014,49975296,0.4,145895424,5.6,6.4,4.8,1184288768,8346394624
0.014,49975296,0.41,145895424,4.4,4.8,4,1176489984,8346394624
0.012,49975296,0.38,145993728,3.8,4.6,3,1176473600,8346394624
0.011,49975296,0.32,145895424,3.7,3.6,3.8,1176125440,8346394624
0.59,49975296,1.6,145952768,6.3,7.2,5.4,1176281088,8346394624
3.2,49983488,2.6,145973248,9.8,9.4,10,1176051712,8346394624
5.2,49983488,2.6,146046976,63,64,62,1169707008,8346394624
4.9,49983488,3.1,146067456,70,72,67,1170522112,8346394624
5.5,49983488,2.7,146092032,58,60,57,1171406848,8346394624
6.2,49987584,2.9,146116608,58,59,56,1174835200,8346394624
5.7,49987584,3.4,146145280,70,72,68,1175883776,8346394624
4.9,49987584,3,146165760,58,61,56,1176002560,8346394624
5.3,49987584,2.9,146124800,58,60,57,1173647360,8346394624
6.9,49991680,3.3,146280448,73,75,70,1176223744,8346394624
6.4,49991680,3.2,146255872,63,66,60,1176117248,8346394624
5.5,49991680,3.1,146280448,57,60,54,1180160000,8346394624
6.4,49991680,3,146317312,73,75,70,1184477184,8346394624
5.9,49991680,4.4,146460672,62,64,60,1182953472,8346394624
6,49991680,4.7,146505728,55,56,54,1184182272,8346394624
5.3,49991680,3.2,146526208,72,73,70,1183297536,8346394624
5.1,49991680,2.9,146579456,60,63,58,1183264768,8346394624
6.3,49991680,3.3,146608128,58,59,57,1184669696,8346394624
5.1,49991680,3.2,146673664,72,75,69,1184899072,8346394624
4.7,49991680,2.6,146690048,62,64,60,1186361344,8346394624
5.4,49991680,2.8,146673664,56,58,55,1184894976,8346394624
5.3,49991680,3,146726912,69,71,67,1186824192,8346394624
5.9,49991680,3.1,146550784,68,71,65,1186426880,8346394624
6.8,49991680,3.6,146567168,56,57,55,1188929536,8346394624
6.1,49991680,5.3,146747392,71,73,69,1191866368,8346394624
5.6,49991680,4.6,146706432,63,65,62,1188872192,8346394624
5.7,49991680,3.3,146894848,56,57,56,1208201216,8346394624
5.6,49991680,3.6,146915328,69,70,68,1208532992,8346394624
5.5,49991680,3,146817024,64,67,62,1205063680,8346394624
4.4,49991680,2.7,146833408,54,57,51,1205702656,8346394624
2.5,49991680,1.9,146903040,42,45,40,1194692608,8346394624
0.76,49991680,0.73,146903040,4,4.6,3.4,1193660416,8346394624
0.014,49991680,0.38,146898944,4.2,5,3.4,1193922560,8346394624
0.014,49991680,0.4,146898944,5.8,6.4,5.2,1194192896,8346394624
0.012,49991680,0.36,147030016,3.8,3.6,4,1193910272,8346394624
0.012,49991680,0.34,146915328,4.1,4.8,3.4,1194110976,8346394624
0.52,49991680,1.5,147030016,5.8,6.4,5.2,1193750528,8346394624
2,49991680,2.3,147021824,8.8,9.2,8.4,1193762816,8346394624
4.9,51159040,2.4,147107840,55,56,53,1184219136,8346394624
6.1,51064832,3,147001344,69,71,68,1194389504,8346394624
4.8,51064832,3.4,147009536,74,76,72,1205432320,8346394624
5.3,51064832,3.2,147030016,67,71,63,1203363840,8346394624
6,51064832,2.8,147116032,65,66,65,1201946624,8346394624
5,51064832,3.3,147144704,74,76,73,1208864768,8346394624
4.7,51064832,2.9,147267584,67,70,64,1208918016,8346394624
6.2,51064832,3.2,147300352,67,69,65,1209167872,8346394624
7.1,51064832,4,147263488,78,80,76,1214709760,8346394624
6.4,51064832,3.2,147288064,75,79,70,1214136320,8346394624
5.8,51064832,4.9,147386368,66,68,64,1217343488,8346394624
5.9,51064832,4.8,147406848,80,83,78,1218662400,8346394624
5.2,51064832,3,147419136,71,74,68,1216643072,8346394624
4.8,51064832,3.1,147443712,63,66,61,1215692800,8346394624
5.3,51179520,3.4,147660800,79,81,77,1217957888,8346394624
4.8,51183616,3.3,147554304,74,76,72,1220300800,8346394624
4.8,51183616,2.9,147644416,61,63,60,1219596288,8346394624
5.7,51187712,2.8,147660800,76,79,74,1225949184,8346394624
4.6,51208192,2.7,147759104,71,73,70,1224814592,8346394624
4.5,51208192,2.9,147910656,64,65,63,1220247552,8346394624
5.3,51245056,3.4,147812352,80,82,77,1227849728,8346394624
5.9,50749440,3.2,147832832,75,79,71,1226985472,8346394624
7.1,50749440,2.9,147976192,62,64,60,1227436032,8346394624
6.5,50692096,4.1,148144128,79,83,76,1234812928,8346394624
5.3,50692096,4.7,148361216,76,79,74,1231245312,8346394624
5.2,50868224,3.4,148393984,58,60,55,1232273408,8346394624
6.4,51007488,3,148430848,78,80,77,1240760320,8346394624
5.5,51007488,3.3,148447232,75,77,72,1237487616,8346394624
2.6,51007488,2.1,148586496,52,55,50,1234247680,8346394624
0.59,51007488,0.78,148586496,4,4,4,1233731584,8346394624
0.014,51007488,0.45,148586496,4.4,4.4,4.4,1233731584,8346394624
0.013,51007488,0.44,148586496,5.8,5.6,6,1234116608,8346394624
0.012,51007488,0.34,148680704,4,4.2,3.8,1233801216,8346394624
0.011,51007488,0.36,148586496,4,4.2,3.8,1233551360,8346394624
0.28,51007488,0.39,148590592,4.6,4.8,4.4,1233793024,8346394624
2.1,51007488,2,148717568,9,10,8,1233985536,8346394624
4.8,51007488,3.6,148717568,59,59,58,1216180224,8346394624
5.8,51007488,3.3,148750336,69,72,66,1222057984,8346394624
5.1,51007488,3.1,148901888,81,84,79,1227530240,8346394624
5.5,51007488,3.2,148799488,81,84,79,1239068672,8346394624
6.2,51007488,3.2,148721664,76,79,74,1232871424,8346394624
5.1,51007488,2.8,148738048,80,83,78,1237352448,8346394624
5.2,51007488,3.2,148930560,82,85,80,1240682496,8346394624
7.4,51007488,3.5,148824064,78,82,74,1236062208,8346394624
6.5,51011584,4,148897792,80,82,79,1247617024,8346394624
6.3,51011584,3.8,148963328,88,90,86,1256296448,8346394624
6.7,51011584,3.4,149123072,79,81,76,1242263552,8346394624
6.3,51011584,4.8,148979712,79,81,78,1250693120,8346394624
6.4,51011584,4.5,149004288,83,85,82,1254588416,8346394624
5.7,51011584,3.1,149024768,78,79,76,1255018496,8346394624
5.6,51011584,3.4,149053440,79,80,77,1249951744,8346394624
6.4,51011584,3.5,149204992,86,87,84,1256144896,8346394624
6,51011584,3.2,148979712,75,77,73,1250963456,8346394624
4.6,51011584,3.2,149004288,78,80,76,1251733504,8346394624
4.8,51011584,3,148897792,86,88,84,1259274240,8346394624
4.6,51011584,2.8,148914176,75,77,73,1249497088,8346394624
5.6,51011584,2.7,148959232,82,84,79,1257353216,8346394624
6.8,51011584,3.1,148979712,85,86,83,1261318144,8346394624
5.7,51011584,3.3,149073920,74,75,72,1255108608,8346394624
5,51011584,4.3,149217280,80,83,78,1274343424,8346394624
5.7,51011584,4.5,149245952,83,85,82,1272180736,8346394624
6.1,51011584,3.5,149266432,77,78,75,1263595520,8346394624
6.2,51011584,3.4,149180416,79,81,77,1267331072,8346394624
5.4,51011584,3.2,149327872,86,88,85,1275023360,8346394624
2.9,51011584,2.3,149262336,70,74,66,1267724288,8346394624
0.74,51011584,0.94,149262336,4,3.8,4.2,1267253248,8346394624
0.014,51011584,0.38,149368832,3.8,4,3.6,1266544640,8346394624
0.013,51011584,0.35,149262336,4.2,3.8,4.6,1266749440,8346394624
0.011,51011584,0.35,149368832,5.2,4.6,5.8,1266700288,8346394624
0.012,51011584,0.38,149262336,4.3,5,3.6,1266982912,8346394624
0.013,51011584,0.41,149262336,3.5,3.4,3.6,1266974720,8346394624
0.014,51011584,1.1,149303296,5.4,6.6,4.2,1266921472,8346394624
0.014,51011584,1.1,149303296,3.5,3.2,3.8,1266864128,8346394624
0.013,51011584,0.34,149303296,4.1,3.8,4.4,1267740672,8346394624
0.012,51011584,0.36,149409792,6.7,7.2,6.2,1266200576,8346394624
0.013,51011584,0.42,149303296,3.8,4.2,3.4,1264939008,8346394624
0.012,51011584,0.42,149303296,5,5.6,4.4,1260859392,8346394624
2.8,51011584,1.7,149336064,9.7,9.4,10,1260822528,8346394624
7.6,51011584,3.5,149274624,20,21,20,1235406848,8346394624
8.5,51011584,4.1,149319680,19,20,17,1235316736,8346394624
7.9,51011584,4.7,149508096,29,29,30,1217568768,8346394624
8.5,51044352,5,149684224,22,23,20,1216397312,8346394624
10,51044352,4.8,149671936,22,24,20,1216438272,8346394624
10,51159040,5.7,149913600,25,26,24,1216471040,8346394624
9.7,48926720,5.7,149753856,23,24,22,1215275008,8346394624
10,49397760,3.8,149651456,19,18,20,1214316544,8346394624
8.6,49422336,3.9,149835776,26,26,26,1212112896,8346394624
8.7,49422336,4.9,149884928,24,25,22,1207328768,8346394624
8.9,49422336,4.5,150069248,22,22,22,1192730624,8346394624
8.3,49422336,4.5,150257664,23,25,21,1191911424,8346394624
8.5,49422336,5.1,150167552,23,24,23,1189691392,8346394624
8.7,49422336,4.6,150208512,19,19,19,1189736448,8346394624
7.7,49426432,4.1,150249472,25,25,24,1183940608,8346394624
8.5,49426432,4.2,150425600,23,23,22,1183404032,8346394624
9.4,49426432,4.6,150548480,20,21,20,1183944704,8346394624
7.2,49426432,5.5,150630400,23,24,23,1184882688,8346394624
7.5,49942528,5.4,150822912,24,24,25,1184407552,8346394624
11,50597888,5.2,150622208,23,24,21,1185198080,8346394624
11,51150848,6,150859776,26,27,25,1184931840,8346394624
9.6,51605504,5.4,150773760,25,24,26,1185689600,8346394624
9,51970048,4.9,150880256,21,22,20,1186332672,8346394624
9.4,52678656,5.1,150929408,22,22,22,1186856960,8346394624
9.8,52977664,4.6,151269376,24,24,24,1186922496,8346394624
8.2,52862976,3.9,151183360,18,20,17,1186529280,8346394624
8.6,52977664,3.6,151166976,23,23,23,1187045376,8346394624
9.1,53010432,3.7,151330816,22,23,20,1187672064,8346394624
5.2,53116928,2.6,151171072,9.4,10,8.4,1187352576,8346394624
0.96,53116928,1.7,151310336,5.2,5.8,4.6,1187479552,8346394624
0.013,53116928,1.2,151175168,3.7,3.6,3.8,1187479552,8346394624
0.014,53116928,0.35,151175168,4.1,4,4.2,1187479552,8346394624
0.013,53116928,0.41,151261184,5.5,5.4,5.6,1187737600,8346394624
0.012,53116928,0.41,151175168,4.6,5,4.2,1187454976,8346394624
0.97,53129216,0.53,151183360,5.4,6,4.8,1187213312,8346394624
3.8,53284864,2.3,151224320,12,11,13,1187344384,8346394624
8.7,54378496,4.3,151269376,27,28,26,1188839424,8346394624
11,55062528,4.2,151306240,34,36,33,1186660352,8346394624
9,50896896,4.1,151379968,32,34,29,1178345472,8346394624
10,50900992,5.2,151445504,28,30,27,1177862144,8346394624
14,50909184,5.2,151392256,36,37,36,1175240704,8346394624
14,50987008,5.4,151539712,32,34,30,1175228416,8346394624
11,47403008,5.8,151470080,27,28,26,1171607552,8346394624
12,47915008,4.6,151502848,34,33,35,1172619264,8346394624
13,47915008,4.5,151425024,35,35,35,1173536768,8346394624
11,48013312,4.9,151592960,27,29,26,1173803008,8346394624
11,48013312,4.8,151552000,33,34,33,1174364160,8346394624
10,48222208,5.1,151609344,32,33,32,1175552000,8346394624
11,48369664,4.6,151719936,27,28,27,1174695936,8346394624
10,48513024,4.8,151777280,32,32,32,1175384064,8346394624
8.5,48521216,4.6,151818240,33,33,32,1176080384,8346394624
8.5,48852992,4.4,152006656,28,28,27,1177513984,8346394624
9.7,49176576,4.9,151957504,29,31,27,1178755072,8346394624
10,49528832,4.8,152023040,33,35,31,1179660288,8346394624
8.7,49737728,5.9,152305664,29,30,28,1180278784,8346394624
11,50184192,6.1,152231936,31,30,32,1181282304,8346394624
11,50561024,6,152190976,36,37,36,1182392320,8346394624
11,51380224,5.5,152248320,28,29,27,1183129600,8346394624
10,51859456,4.6,152461312,32,32,31,1184043008,8346394624
9.9,51765248,4.5,152506368,33,32,33,1184661504,8346394624
9.3,52015104,5,152584192,24,25,23,1184694272,8346394624
7.1,52232192,4.3,152489984,27,28,27,1185779712,8346394624
8.2,52494336,3.5,152604672,33,34,32,1186250752,8346394624
7.4,52604928,3.4,152633344,21,22,20,1186512896,8346394624
3.1,52604928,2,152719360,12,12,11,1186516992,8346394624
0.26,52604928,1.4,152809472,5,3.8,6.2,1186402304,8346394624
0.013,52604928,1.2,152817664,3.8,3.6,4,1185693696,8346394624
0.013,52604928,0.35,152817664,3.9,3.6,4.2,1185083392,8346394624
0.012,52604928,0.37,152911872,5.4,4.2,6.6,1185992704,8346394624
0.012,52604928,0.38,152817664,4,4.2,3.8,1185386496,8346394624
0.66,52604928,0.81,152694784,7,6.4,7.6,1184849920,8346394624
5.2,52379648,2.8,152866816,13,12,14,1184350208,8346394624
9.3,52776960,4,152936448,40,41,39,1188970496,8346394624
9.6,51838976,4,153108480,41,41,40,1188249600,8346394624
11,52039680,5,152981504,33,35,31,1187713024,8346394624
11,52039680,5.1,153157632,41,44,38,1185275904,8346394624
10,52039680,5.2,153219072,40,42,39,1185574912,8346394624
11,48963584,6.5,153665536,36,35,37,1182945280,8346394624
10,49446912,6.1,153694208,36,37,35,1183821824,8346394624
9.1,49455104,4.8,153739264,39,40,38,1184845824,8346394624
8.9,49459200,4.5,153616384,36,37,35,1184165888,8346394624
7.8,49459200,4.5,153669632,36,38,34,1184301056,8346394624
8.1,49561600,4.6,153845760,39,42,37,1186181120,8346394624
10,49737728,4.7,153899008,34,35,32,1186820096,8346394624
9.8,49852416,4.9,153882624,38,40,36,1187872768,8346394624
8.4,49856512,4.9,154058752,39,40,37,1188073472,8346394624
8.9,49942528,5.3,154128384,37,40,34,1188765696,8346394624
8.7,49991680,5.1,154042368,37,40,35,1189273600,8346394624
8.7,50286592,4.4,154259456,35,36,34,1189679104,8346394624
8.1,50434048,5.8,154222592,35,37,34,1189924864,8346394624
9.2,50679808,6.7,154619904,39,38,39,1190260736,8346394624
12,51363840,5.7,154681344,39,41,38,1190977536,8346394624
11,51916800,5.7,154574848,42,43,41,1193705472,8346394624
11,52383744,5.6,154632192,36,37,35,1194356736,8346394624
10,52940800,4.9,154648576,38,39,37,1196654592,8346394624
7.8,53374976,5.1,154710016,36,37,35,1197633536,8346394624
8.1,53305344,4.3,155029504,32,32,31,1197953024,8346394624
8.6,53305344,3.4,154939392,38,40,36,1198198784,8346394624
7.1,53305344,4.5,154927104,37,38,36,1198120960,8346394624
5.5,53305344,3.7,154943488,27,28,26,1198080000,8346394624
2.1,53305344,1.5,154918912,10,11,9.8,1198301184,8346394624
0.18,53305344,1.3,155058176,4.8,5.4,4.2,1197559808,8346394624
0.013,53305344,1.3,155058176,4,4.4,3.6,1197522944,8346394624
0.013,53305344,0.36,155058176,3.9,4.6,3.2,1196957696,8346394624
0.012,53305344,0.36,155058176,5.5,5.2,5.8,1197260800,8346394624
0.012,53305344,0.38,155058176,4,4.8,3.2,1196290048,8346394624
1.5,53305344,1.1,155078656,8.6,8.6,8.6,1196347392,8346394624
7.1,53395456,3.1,154984448,31,33,29,1195687936,8346394624
9.7,54398976,4.6,155234304,44,45,43,1196769280,8346394624
9.5,52412416,4.5,155144192,40,41,39,1194868736,8346394624
11,52490240,5.3,155299840,52,54,50,1200656384,8346394624
11,52490240,5.6,155480064,52,53,50,1193607168,8346394624
10,52490240,5.3,155533312,38,38,37,1194663936,8346394624
9.2,52494336,6.1,155598848,52,52,52,1195593728,8346394624
10,48902144,5.9,155516928,46,47,44,1192005632,8346394624
10,48902144,4.7,155557888,40,42,37,1193005056,8346394624
10,48914432,4.6,155705344,49,51,47,1194442752,8346394624
10,48926720,5.3,155877376,54,57,51,1194373120,8346394624
8.4,48926720,5.4,155906048,37,38,36,1194356736,8346394624
9,48926720,5,155807744,49,51,48,1195347968,8346394624
8.4,48926720,4.7,156078080,50,52,48,1195827200,8346394624
8.2,48926720,4.9,155979776,37,38,35,1196322816,8346394624
9.2,48926720,4.9,156114944,49,50,49,1197096960,8346394624
9.4,49168384,4.3,156151808,51,54,49,1197588480,8346394624
8.8,49553408,4.7,156610560,38,38,38,1197420544,8346394624
9.2,50094080,6.7,156803072,46,48,43,1198952448,8346394624
10,50696192,7,156708864,52,54,50,1199894528,8346394624
10,51277824,5.5,156635136,39,41,37,1199263744,8346394624
12,51752960,6.1,157061120,48,49,47,1200640000,8346394624
11,52363264,5.5,157245440,55,58,52,1201287168,8346394624
9.5,52822016,5.4,157290496,39,40,38,1200766976,8346394624
9,53227520,5.2,157327360,42,43,41,1202978816,8346394624
7.1,53153792,3.8,157286400,48,50,46,1202925568,8346394624
7.5,53153792,4.2,157335552,34,36,32,1202298880,8346394624
7.8,53153792,3.9,157433856,43,45,42,1202864128,8346394624
4.5,53235712,2.7,157450240,38,39,37,1203802112,8346394624
1.2,53235712,1.2,157478912,4.1,3.8,4.4,1204006912,8346394624
0.013,53235712,1.3,157728768,5,6.4,3.6,1203187712,8346394624
0.014,53235712,1.3,157511680,3.7,3.4,4,1202860032,8346394624
0.014,53235712,0.39,157511680,3.9,4.2,3.6,1202798592,8346394624
0.011,53235712,0.37,157601792,3.7,3.2,4.2,1202229248,8346394624
0.011,53235712,0.36,157511680,6,6.8,5.2,1202900992,8346394624
1.9,53239808,1.4,157540352,9.5,10,8.6,1201999872,8346394624
6.9,53047296,3.5,157581312,43,44,42,1200562176,8346394624
11,53878784,5.1,157634560,44,45,43,1200353280,8346394624
11,51908608,5,157544448,51,53,48,1199149056,8346394624
9.4,51908608,4.6,157487104,54,57,52,1200001024,8346394624
9.3,51908608,5.1,157536256,54,56,52,1199648768,8346394624
