Acme Web CPU Usage,Acme Web Memory Usage,MongoDB CPU Usage,MongoDB Memory Usage,Avg Host CPU Usage,Host CPU 0 Usage,Host CPU 1 Usage,Host Mem Usage,Host Mem Total
12,51908608,5.3,157700096,46,47,45,1198841856,8346394624
13,48738304,6.3,158138368,59,60,57,1198387200,8346394624
11,49229824,6.6,158085120,52,54,50,1199587328,8346394624
9.2,49229824,5.5,158134272,44,45,44,1201168384,8346394624
8.7,49242112,4.8,158048256,59,61,58,1202315264,8346394624
10,49356800,4.6,158089216,57,59,55,1203343360,8346394624
10,49479680,5,158072832,48,51,46,1202626560,8346394624
9.7,49577984,5.5,158121984,59,62,57,1203879936,8346394624
9.5,49582080,5.3,158044160,55,56,53,1203527680,8346394624
9.5,49590272,4.2,158203904,44,46,42,1203273728,8346394624
10,49590272,4.8,158236672,61,64,58,1203404800,8346394624
9.3,49729536,5.4,158277632,57,60,54,1203748864,8346394624
9.7,49938432,5,158269440,42,43,41,1204023296,8346394624
11,50221056,6.6,158396416,64,66,61,1204056064,8346394624
12,50884608,6.6,158580736,59,62,56,1205297152,8346394624
13,51449856,6.1,158507008,47,49,44,1205428224,8346394624
12,51863552,6.4,158552064,62,64,59,1206681600,8346394624
11,52248576,6.3,158609408,61,64,58,1207287808,8346394624
9.3,52572160,5.6,158846976,44,46,42,1207160832,8346394624
9.3,53059584,4.7,158883840,61,62,59,1209085952,8346394624
9.5,53530624,4.6,159002624,51,53,50,1209888768,8346394624
7.7,53530624,4.4,158908416,41,42,39,1209769984,8346394624
7.8,53534720,3.8,159215616,57,59,55,1211219968,8346394624
4.9,53534720,2.6,159096832,38,40,36,1211056128,8346394624
0.9,53534720,1,159096832,3.7,4.2,3.2,1210105856,8346394624
0.012,53534720,1.3,159109120,5.1,4.6,5.6,1209982976,8346394624
0.013,53534720,1.3,159109120,3.7,3.8,3.6,1210085376,8346394624
0.014,53534720,0.32,159109120,4,4.2,3.8,1208958976,8346394624
0.013,53534720,0.38,159211520,3.9,4.2,3.6,1208107008,8346394624
0.52,53534720,0.64,159113216,7.6,7.2,8,1208492032,8346394624
3.8,52740096,2,159227904,11,12,10,1206910976,8346394624
8.1,53370880,4.2,159141888,50,53,48,1208881152,8346394624
11,53993472,5.1,159313920,60,62,57,1213030400,8346394624
11,52375552,4.6,159219712,62,64,60,1211846656,8346394624
11,52375552,5.4,159379456,62,63,60,1214111744,8346394624
12,52375552,6,159559680,60,62,59,1218347008,8346394624
12,52375552,5.5,159596544,66,68,65,1219633152,8346394624
11,48128000,6.1,159805440,58,60,57,1215569920,8346394624
9.9,48603136,5.9,159739904,55,57,54,1214947328,8346394624
9.8,48607232,4.8,159780864,63,66,61,1215901696,8346394624
8.9,48607232,4.6,159866880,60,62,57,1216221184,8346394624
9.9,48742400,4.8,160038912,54,57,52,1216761856,8346394624
11,48906240,5.3,159940608,68,70,66,1219710976,8346394624
9.3,49111040,5.6,159858688,61,63,59,1219883008,8346394624
9.4,49082368,5.5,160116736,52,53,51,1219993600,8346394624
8.9,49090560,5.1,160231424,66,69,64,1220759552,8346394624
10,49123328,4.4,160272384,62,64,59,1219833856,8346394624
10,49139712,4.8,160337920,58,60,57,1220808704,8346394624
8.8,49213440,5.3,160378880,66,68,64,1224028160,8346394624
10,49614848,6.5,160346112,64,66,62,1250766848,8346394624
11,49971200,7.7,160546816,54,56,51,1252188160,8346394624
12,50532352,5.7,160591872,72,73,71,1255075840,8346394624
12,51228672,6.1,160997376,62,63,61,1253662720,8346394624
11,51699712,7,161099776,60,62,57,1252990976,8346394624
10,52158464,5.2,161218560,71,73,68,1259241472,8346394624
9.7,52301824,4.4,161267712,58,60,56,1253449728,8346394624
7.9,52301824,4.2,161652736,48,49,47,1253822464,8346394624
8.8,52301824,4.7,161574912,68,70,66,1253240832,8346394624
8.9,52301824,4,161497088,59,62,56,1253130240,8346394624
4.3,52301824,1.9,161497088,24,25,22,1251995648,8346394624
0.43,52301824,0.59,161497088,4,3.8,4.2,1251737600,8346394624
0.012,52301824,1.4,161505280,4.9,5.8,4,1251921920,8346394624
0.013,52301824,1.4,161378304,3.8,4.2,3.4,1251622912,8346394624
0.013,52301824,0.4,161378304,3.8,3.4,4.2,1251274752,8346394624
0.012,52301824,0.4,161460224,3.6,3.6,3.6,1251233792,8346394624
1.3,52301824,0.91,161386496,8.9,8,9.8,1251971072,8346394624
5.7,52465664,2.8,161517568,14,15,14,1250762752,8346394624
9,52617216,4.5,161558528,66,67,65,1247895552,8346394624
9.9,53317632,4.9,161652736,76,78,74,1248727040,8346394624
12,49799168,6.1,161751040,67,69,65,1251667968,8346394624
13,49799168,6.4,161968128,68,70,67,1249296384,8346394624
12,49799168,6.3,161775616,82,84,80,1252745216,8346394624
12,47964160,6.2,161689600,73,75,71,1268035584,8346394624
12,48455680,6.5,161923072,63,64,63,1261273088,8346394624
8.9,48455680,5.7,161955840,74,78,71,1263575040,8346394624
9,48455680,4.3,161869824,67,70,65,1261264896,8346394624
9.4,48455680,5.1,161792000,60,62,59,1253703680,8346394624
9.9,48537600,5.7,161705984,79,83,76,1268453376,8346394624
10,48726016,5.5,161755136,79,83,75,1264128000,8346394624
10,48734208,5.4,161808384,62,64,59,1262157824,8346394624
11,48762880,5.7,161857536,75,77,73,1262518272,8346394624
8.9,48766976,5,161894400,73,76,70,1259835392,8346394624
10,48869376,5.2,161681408,59,62,57,1256394752,8346394624
10,48988160,6.1,161730560,81,84,78,1263185920,8346394624
9.9,48992256,5.4,161775616,74,75,72,1266446336,8346394624
12,49549312,7.6,161947648,60,61,59,1265041408,8346394624
12,50171904,8.4,161869824,78,80,76,1268297728,8346394624
13,50737152,6,161796096,75,78,73,1266159616,8346394624
11,51044352,5.7,161853440,61,62,60,1266487296,8346394624
11,51793920,6.7,161923072,75,77,74,1270890496,8346394624
11,52187136,6.5,161828864,75,77,72,1268940800,8346394624
9.7,52383744,4.4,161984512,57,59,55,1268928512,8346394624
8.7,52518912,4.3,161767424,73,75,71,1271951360,8346394624
7.8,52633600,4.6,161800192,70,72,68,1275793408,8346394624
6.3,52707328,3.9,161824768,55,57,53,1272287232,8346394624
2.7,52707328,2.1,161828864,19,19,19,1271648256,8346394624
0.083,52707328,0.47,161828864,5.3,4.6,6,1272193024,8346394624
0.012,52707328,1.1,161947648,5.2,6.4,4,1271631872,8346394624
0.014,52707328,1.1,161837056,3.5,3.8,3.2,1271889920,8346394624
0.014,52707328,0.35,161837056,4.4,5,3.8,1271365632,8346394624
0.013,52707328,0.42,161931264,3.5,3.8,3.2,1271279616,8346394624
1.4,52338688,1.2,161984512,8.6,7.8,9.4,1270906880,8346394624
5.2,52420608,3.3,161906688,26,28,24,1256763392,8346394624
8.3,52813824,4.6,161943552,77,79,75,1263325184,8346394624
12,51331072,5.6,161861632,79,82,76,1266823168,8346394624
12,51331072,6.3,161914880,72,73,71,1269612544,8346394624
11,51331072,5.2,161955840,83,86,81,1271549952,8346394624
11,51331072,5.1,161873920,88,90,85,1278382080,8346394624
11,47607808,5.6,161787904,70,72,68,1269583872,8346394624
11,47607808,7.2,161828864,80,82,78,1273700352,8346394624
10,47640576,6.6,161992704,84,87,81,1276628992,8346394624
11,47812608,4.8,162033664,67,71,64,1277906944,8346394624
9.7,47812608,5.2,161959936,79,82,76,1279070208,8346394624
10,48005120,6.3,161882112,85,88,83,1281179648,8346394624
11,48197632,5.8,161787904,70,72,67,1280073728,8346394624
9.2,48201728,5.4,161841152,78,80,76,1277587456,8346394624
9.7,48246784,6.2,161890304,85,88,82,1281011712,8346394624
9.9,48275456,5.4,161931264,72,75,68,1278976000,8346394624
9.4,48513024,5.1,161980416,77,79,75,1251278848,8346394624
10,49053696,5.6,162029568,83,85,82,1238675456,8346394624
10,49610752,5.8,161947648,76,78,74,1224597504,8346394624
12,50130944,5.9,161996800,84,85,84,1217728512,8346394624
13,50745344,8.4,161873920,89,91,87,1213804544,8346394624
13,51318784,7.9,161910784,78,80,76,1194033152,8346394624
12,51724288,6.6,161992704,81,83,79,1191243776,8346394624
12,52592640,6.8,161906688,88,91,85,1189146624,8346394624
12,52793344,5.5,161951744,85,88,82,1183551488,8346394624
9.5,52793344,5.3,161988608,77,79,74,1174867968,8346394624
11,52850688,4.9,161894400,85,87,83,1176842240,8346394624
10,52867072,5.2,161808384,73,75,70,1169534976,8346394624
6.5,52887552,4.1,161837056,65,67,62,1168498688,8346394624
2.8,52895744,1.3,161837056,4,4.4,3.6,1165484032,8346394624
0.016,52895744,0.37,161841152,5.7,6.6,4.8,1166307328,8346394624
0.012,52895744,0.4,161841152,4,4,4,1165684736,8346394624
0.013,52895744,1.2,161841152,5.3,6.2,4.4,1165377536,8346394624
0.013,52895744,1.2,161841152,4.1,4.2,4,1165377536,8346394624
0.032,52895744,0.38,161951744,4.3,4.8,3.8,1165209600,8346394624
2.7,52912128,1.4,161988608,11,11,12,1165295616,8346394624
7.5,53039104,4.3,161914880,49,50,47,1155055616,8346394624
13,51245056,6.1,161964032,86,89,84,1161707520,8346394624
13,51245056,6,161886208,80,82,77,1164742656,8346394624
12,51290112,5,161918976,92,94,90,1183137792,8346394624
14,51294208,5.8,161980416,89,91,87,1190850560,8346394624
13,48881664,6.8,162029568,87,89,85,1183842304,8346394624
11,48881664,6,162070528,91,92,89,1174544384,8346394624
11,48881664,6.3,161992704,90,92,88,1200201728,8346394624
11,48881664,6.7,162066432,83,86,80,1191620608,8346394624
9,48881664,5.8,161972224,88,90,87,1192718336,8346394624
10,48914432,5.3,161882112,90,92,88,1196519424,8346394624
12,48984064,5.8,161927168,82,85,79,1190801408,8346394624
9.5,49020928,6.2,161984512,92,94,90,1189261312,8346394624
9.4,49233920,6.3,162033664,92,94,90,1199210496,8346394624
11,49520640,5.4,161947648,82,85,79,1192448000,8346394624
11,49709056,5.1,161857536,89,90,87,1197690880,8346394624
12,49930240,5.9,161906688,87,89,85,1200369664,8346394624
11,50016256,5.8,161947648,85,88,82,1196969984,8346394624
10,50544640,5.8,162004992,92,93,91,1205432320,8346394624
14,51064832,6.9,161931264,94,96,91,1212071936,8346394624
15,51666944,8.2,162037760,88,90,85,1199943680,8346394624
12,52211712,8.4,161972224,91,91,90,1207132160,8346394624
12,52789248,7.2,162029568,91,93,89,1213595648,8346394624
12,53125120,5.9,162074624,81,84,79,1207250944,8346394624
9.9,53157888,4.7,161980416,91,92,89,1208528896,8346394624
8.3,53161984,4.3,161882112,86,89,83,1211727872,8346394624
8.4,53161984,5,161931264,82,85,79,1201274880,8346394624
8,53161984,4.7,161959936,88,90,86,1208348672,8346394624
4.2,53170176,2.7,161968128,54,56,52,1194831872,8346394624
1,53170176,0.97,161968128,5,4.2,5.8,1186574336,8346394624
0.012,53170176,0.35,162058240,4.1,4.2,4,1185542144,8346394624
0.012,53170176,0.38,161968128,5.7,4.6,6.8,1186410496,8346394624
0.013,53170176,1.2,161968128,5.2,6.4,4,1185361920,8346394624
0.014,53170176,1.3,161968128,3.8,3.8,3.8,1185353728,8346394624
0.012,53170176,0.44,162058240,3.7,3.2,4.2,1185308672,8346394624
0.012,53170176,0.36,161972224,4.4,4.2,4.6,1185284096,8346394624
0.013,53170176,0.4,161972224,3.7,3.8,3.6,1185144832,8346394624
0.013,53170176,0.4,161972224,6.4,7.8,5,1185513472,8346394624
0.014,53170176,0.46,161972224,3.9,3.6,4.2,1184034816,8346394624
0.014,53170176,0.48,161972224,4.1,3.8,4.4,1182126080,8346394624
0.36,53170176,0.61,162107392,4.9,5,4.8,1179029504,8346394624
2.3,53514240,1.5,161996800,8,7.6,8.4,1178873856,8346394624
4.3,53927936,2.4,161886208,16,15,16,1153925120,8346394624
4,53927936,2.6,161906688,20,22,18,1155960832,8346394624
4.1,53927936,3.2,161906688,20,21,18,1146609664,8346394624
4.9,53927936,3.3,161931264,17,17,16,1139187712,8346394624
4.6,53927936,2.8,161955840,19,19,19,1138511872,8346394624
4.1,53952512,2.7,161976320,22,22,21,1136078848,8346394624
4.3,54018048,2.6,161849344,16,16,15,1132793856,8346394624
5.9,54059008,2.8,161861632,23,23,23,1133498368,8346394624
5.4,54059008,3,161865728,19,19,19,1131659264,8346394624
4.7,54059008,2.8,162000896,16,16,16,1131282432,8346394624
5.2,54059008,2.9,161890304,20,22,18,1130921984,8346394624
4.8,54063104,3,161914880,20,20,20,1131253760,8346394624
5.1,54063104,2.5,162013184,15,16,15,1132195840,8346394624
4.3,54063104,2.6,161939456,19,20,17,1132089344,8346394624
3.7,54194176,3.2,161918976,20,20,20,1129885696,8346394624
4.2,54120448,3,161935360,16,17,14,1129201664,8346394624
5.1,54120448,2.8,161783808,17,18,16,1129865216,8346394624
4.8,54120448,3,161808384,20,21,20,1128992768,8346394624
4.1,54120448,2.7,161832960,15,16,15,1128828928,8346394624
4.6,54120448,2.6,161800192,20,21,19,1128583168,8346394624
4.7,54181888,2.6,161693696,20,21,18,1128951808,8346394624
5.4,53526528,2.6,161841152,16,15,16,1128030208,8346394624
4.9,53526528,2.5,161738752,17,17,17,1127948288,8346394624
4.6,53526528,2.4,161759232,19,20,19,1128554496,8346394624
5.4,53526528,3.1,161665024,17,17,17,1120677888,8346394624
4.7,53526528,3,161681408,19,18,19,1120051200,8346394624
4.8,53530624,3.7,161705984,22,24,19,1121435648,8346394624
4.2,53530624,3.6,161722368,14,15,13,1122373632,8346394624
2.2,53530624,1.7,161730560,12,12,11,1122553856,8346394624
0.58,53530624,0.83,161730560,3.9,4.4,3.4,1122549760,8346394624
0.015,53530624,0.4,161595392,4.1,4.4,3.8,1122807808,8346394624
0.013,53530624,0.38,161595392,5.8,6.6,5,1123377152,8346394624
0.013,53530624,0.37,161595392,4.5,5.2,3.8,1123377152,8346394624
0.013,53530624,0.38,161595392,3.7,3.4,4,1122611200,8346394624
0.13,53530624,0.37,161697792,4.3,4,4.6,1122357248,8346394624
1.3,53530624,1.4,161546240,8.1,7.4,8.8,1122549760,8346394624
4.7,53583872,2.4,161632256,22,23,20,1122983936,8346394624
5.2,53583872,2.4,161652736,21,22,21,1123684352,8346394624
3.7,53583872,3.4,161689600,30,32,27,1122902016,8346394624
4.6,53583872,3.4,161714176,25,26,24,1122398208,8346394624
5.1,53583872,2.8,161792000,21,23,20,1122893824,8346394624
4.2,53583872,2.8,161685504,28,30,27,1122148352,8346394624
4.7,53583872,2.5,161574912,28,30,27,1119498240,8346394624
5.9,53583872,3,161607680,25,26,24,1118277632,8346394624
4.9,53583872,3.1,161673216,28,29,28,1118171136,8346394624
4.9,53583872,2.8,161697792,28,29,27,1118519296,8346394624
4.9,53583872,3,161595392,23,24,23,1118109696,8346394624
4.4,53583872,2.8,161619968,29,30,27,1117523968,8346394624
5,53583872,2.9,161517568,28,29,26,1117904896,8346394624
4.8,53583872,2.8,161562624,24,25,23,1118199808,8346394624
4.7,53583872,3.8,161431552,26,28,24,1119260672,8346394624
4.8,53624832,4,161456128,30,31,28,1118060544,8346394624
5,53628928,2.7,161480704,23,24,21,1118351360,8346394624
4.8,53727232,2.7,161554432,25,26,24,1118507008,8346394624
4.2,53731328,2.7,161579008,28,29,28,1118392320,8346394624
3.9,53731328,2.5,161492992,22,24,20,1118425088,8346394624
5.1,53780480,2.8,161402880,28,28,27,1119043584,8346394624
5.7,53858304,2.9,161554432,29,31,28,1118076928,8346394624
4.3,53858304,2.8,161447936,22,22,21,1118400512,8346394624
4.2,53927936,2.9,161472512,27,28,26,1118867456,8346394624
5.3,53964800,2.7,161492992,29,30,28,1118728192,8346394624
5.6,54030336,2.6,161402880,23,24,22,1119019008,8346394624
4.8,54116352,4.2,161501184,28,29,28,1118728192,8346394624
4.1,54116352,4.1,161390592,28,29,28,1117908992,8346394624
2.5,54116352,2,161275904,18,18,17,1117552640,8346394624
0.75,54116352,0.87,161275904,4.5,4.2,4.8,1117552640,8346394624
0.014,54116352,0.41,161275904,3.8,3.6,4,1117356032,8346394624
0.011,54116352,0.42,161275904,6.5,7.4,5.6,1117667328,8346394624
0.013,54116352,0.44,161275904,3.7,4.2,3.2,1116962816,8346394624
0.013,54116352,0.45,161275904,4.5,5.2,3.8,1116475392,8346394624
0.03,54116352,0.32,161406976,3.7,3.4,4,1116217344,8346394624
1.7,54218752,1,161304576,8.1,7.8,8.4,1116905472,8346394624
4.4,54280192,2.6,161337344,26,27,26,1117892608,8346394624
4.5,54280192,3,161234944,30,32,27,1122332672,8346394624
4.3,54317056,3.3,161398784,31,32,30,1121722368,8346394624
4.8,54317056,3.8,161427456,34,35,33,1120223232,8346394624
4.5,54317056,2.9,161439744,32,34,30,1119842304,8346394624
4.9,54317056,2.9,161337344,28,30,27,1120108544,8346394624
5.3,54317056,2.8,161361920,37,39,35,1119883264,8346394624
5.3,54317056,2.7,161390592,36,39,34,1121783808,8346394624
6.1,54317056,3,161378304,28,29,27,1121513472,8346394624
5.9,54325248,3.1,161320960,38,39,37,1122545664,8346394624
4.8,54325248,3.5,161341440,34,34,33,1124544512,8346394624
5,54325248,3.2,161239040,28,29,26,1125122048,8346394624
5.2,54325248,2.9,161267712,37,39,36,1127440384,8346394624
4.9,54325248,2.9,161288192,33,34,31,1133821952,8346394624
4.9,54325248,3.4,161464320,29,29,30,1133764608,8346394624
4.9,54325248,3.7,161361920,37,38,36,1134477312,8346394624
4.6,54325248,3.3,161107968,34,36,31,1135099904,8346394624
4.1,54349824,2.8,161128448,28,29,27,1135280128,8346394624
4.1,54419456,2.3,161148928,36,37,35,1135972352,8346394624
5,54493184,2.8,161300480,32,34,31,1137582080,8346394624
6.1,53481472,2.9,161193984,29,30,29,1137242112,8346394624
5.8,53481472,2.9,161222656,36,36,35,1137897472,8346394624
5,53481472,3,161247232,36,37,34,1138425856,8346394624
4.7,53530624,2.7,161267712,30,30,30,1138438144,8346394624
6,53534720,3.3,161284096,38,38,37,1138003968,8346394624
6.6,53534720,3.7,161181696,40,41,39,1137680384,8346394624
5.5,53534720,4.2,161001472,30,29,32,1136889856,8346394624
5,53534720,3.9,161021952,34,35,33,1137901568,8346394624
3.5,53534720,2.1,161030144,33,35,30,1135910912,8346394624
1.2,53534720,1,161030144,4.6,4,5.2,1135611904,8346394624
0.074,53534720,0.53,161034240,3.9,3.4,4.4,1135984640,8346394624
0.012,53534720,0.45,161034240,4.1,3.8,4.4,1134727168,8346394624
0.014,53534720,0.41,161034240,6.8,7.2,6.4,1135714304,8346394624
0.014,53534720,0.38,161034240,3.8,3.8,3.8,1134444544,8346394624
0.012,53534720,0.42,161128448,4,4.4,3.6,1133985792,8346394624
1.7,53764096,0.78,161169408,7.1,7.6,6.6,1134403584,8346394624
3.8,53788672,2.5,161071104,28,29,28,1131196416,8346394624
5.6,53788672,3.5,161095680,40,42,38,1131556864,8346394624
6,53788672,3.8,161296384,39,40,38,1130725376,8346394624
5.3,53788672,4,161161216,47,50,45,1130881024,8346394624
5.6,53788672,3.7,161193984,43,43,42,1131601920,8346394624
5.5,53788672,3.4,161079296,32,35,29,1131454464,8346394624
5.8,53788672,2.8,161099776,48,49,46,1131487232,8346394624
6,53788672,3,161128448,40,42,39,1132462080,8346394624
5.9,53788672,3.2,161157120,36,37,36,1133625344,8346394624
5.8,53788672,3.1,161181696,49,51,46,1134776320,8346394624
5.1,53788672,3.1,161214464,43,45,41,1136340992,8346394624
5.5,53788672,3.2,161103872,33,34,31,1135120384,8346394624
5.1,53788672,3,160964608,46,48,44,1136005120,8346394624
4.8,53825536,2.8,161116160,42,44,40,1135177728,8346394624
5.5,53870592,4.1,160952320,36,38,34,1135579136,8346394624
4.6,53870592,3.9,160972800,44,44,44,1135177728,8346394624
5,53936128,2.5,160862208,45,47,43,1134874624,8346394624
5.2,54071296,2.6,160878592,33,35,31,1134989312,8346394624
4.7,54173696,3.1,160907264,45,46,43,1135628288,8346394624
4.1,54259712,2.9,160923648,43,45,41,1141891072,8346394624
4.9,54583296,2.4,160976896,36,37,35,1142407168,8346394624
5.5,54583296,2.7,160960512,42,44,41,1142816768,8346394624
5,54583296,2.8,160870400,45,47,42,1143136256,8346394624
5.2,54583296,2.7,160890880,34,35,33,1143795712,8346394624
5.1,54583296,3,160923648,44,45,43,1143963648,8346394624
5.8,54583296,3.2,160952320,45,46,44,1141571584,8346394624
5.8,54583296,4.3,160866304,38,40,35,1141866496,8346394624
4.9,54644736,4.1,160886784,42,44,39,1142329344,8346394624
3.3,54644736,2.1,160899072,42,44,40,1142345728,8346394624
1.1,54644736,1,160899072,5.1,5,5.2,1142685696,8346394624
0.22,54644736,0.42,160899072,3.9,4,3.8,1142386688,8346394624
0.012,54644736,0.36,160899072,4.4,4.8,4,1142190080,8346394624
0.014,54644736,0.41,160899072,5.9,6,5.8,1142521856,8346394624
0.014,54644736,0.4,160899072,4.2,3.6,4.8,1140932608,8346394624
0.012,54644736,0.42,161005568,3.4,3,3.8,1140817920,8346394624
1.1,54644736,0.87,160907264,6.7,6.6,6.8,1140400128,8346394624
4.4,55947264,2.4,160940032,22,23,20,1143480320,8346394624
5,56156160,3.1,160669696,50,51,49,1145135104,8346394624
4.7,56201216,3.9,160550912,47,48,46,1143599104,8346394624
5.5,56221696,4,160575488,45,46,44,1142632448,8346394624
4.8,56254464,2.9,160604160,51,54,49,1144233984,8346394624
5.5,56299520,2.9,160624640,47,49,45,1144578048,8346394624
5.4,56336384,2.8,160645120,40,43,38,1145257984,8346394624
