NumOfRequests,Period, Throughput, Response Time,Acme Web CPU Usage,Acme Web Memory Usage,MongoDB CPU Usage,MongoDB Memory Usage,Avg Host CPU Usage,Host CPU 0 Usage,Host CPU 1 Usage,Host Mem Usage,Host Mem Total
5333,0.01875,400,3.7,18.83181818,68397614.55,9.663636364,190606987.6,45.74090909,46.10909091,45.32727273,828521378.9,8126898176
4000,0.025,301.3,2.8,12.67955,66988885.33,6.824166667,190616746.7,32.79166667,32.96666667,32.38333333,828532394.7,8126898176
5333,0.01875,400,3.9,18.74090909,68903470.55,9.455,190501050.2,45.49090909,46.57272727,44.31818182,828725434.2,8126898176
4000,0.025,301.3,2.9,14.36666667,64805351.62,7.527142857,190514322.3,36.66666667,37.95238095,35.47619048,828570867.8,8126898176
5333,0.01875,400,3.8,16.4726,66736128,8.5264,190520033.3,41.856,41.76,41.776,828442542.1,8126898176
4000,0.025,301.2,2.9,13.16695652,65371447.65,6.913043478,190533275.8,33.34347826,33.4,33.28695652,828598717.2,8126898176
5333,0.01875,400,4.2,19.46190476,67812790.86,9.90952381,190551186.3,47.52380952,48,46.80952381,828490313.1,8126898176
4000,0.025,301.3,2.9,13.79090909,66069038.55,7.263636364,190546106.2,34.94545455,36.55454545,33.47272727,828472413.1,8126898176
5333,0.01875,400,3.8,18.69545455,68510068.36,9.477272727,190581666.9,45.36363636,45.13636364,45.72727273,828606091.6,8126898176
4000,0.025,301.3,2.8,13.2743913,66318692.17,6.982608696,190645114.4,33.6,32.84347826,34.53043478,828550633.7,8126898176
5333,0.01875,400,4,18.87272727,68104750.55,9.713636364,190743458.9,45.71818182,45.92727273,45.46363636,828579281.5,8126898176
4000,0.025,301.3,2.9,13.85363636,66972206.55,7.303636364,190745693.1,35.08636364,36.95454545,33.31818182,828660456.7,8126898176
5333,0.01875,400,4,18.57272727,68477858.91,9.572727273,190768221.1,45.5,46.72727273,44.11818182,828670138.2,8126898176
4000,0.025,301.3,2.9,13.1395,64634167.65,6.990869565,190784734.6,33.87826087,34.06956522,33.53043478,828578059.1,8126898176
5333,0.01875,400,4.6,18.74545455,68899933.09,9.663636364,190784046.5,46.38636364,47.28181818,45.44545455,828703650.9,8126898176
4000,0.025,301.3,2.8,13.65454545,65671912.73,7.212727273,190803968,34.91363636,35.55454545,34.31818182,828677771.6,8126898176
5333,0.01875,400,3.8,18.53818182,68294283.64,9.527272727,190792238.5,45.46363636,45.89090909,44.85454545,828586542.5,8126898176
4000,0.025,301.3,2.8,13.17852609,65392996.17,7.07826087,190823023.3,33.86956522,33.67826087,34.1826087,828699514.4,8126898176
5333,0.01875,400,3.6,18.40454545,68375458.91,9.55,190813090.9,45.27272727,46.09090909,44.5,828756898.9,8126898176
