Acme Web CPU Usage,Acme Web Memory Usage,MongoDB CPU Usage,MongoDB Memory Usage,VM 1 Probe App CPU Usage,VM 1 Probe App Memory Usage,VM 2 Probe App CPU Usage,VM 2 Probe App Memory Usage,VM 1 Avg Host CPU Usage,VM 1 Host CPU 0 Usage,VM 1 Host CPU 1 Usage,VM 1 Host Mem Usage,VM 1 Host Mem Total,VM 2 Avg Host CPU Usage,VM 2 Host CPU 0 Usage,VM 2 Host CPU 1 Usage,VM 2 Host Mem Usage,VM 2 Host Mem Total
0.014,50937856,0.9,177721344,0,48889856,1.3,49389568,3,2.4,3.6,776552448,8346394624,1.8,1.6,2,889761792,8126898176
0.013,50937856,0.27,177819648,0,48889856,0,49389568,3,3.4,2.6,776519680,8346394624,2.5,2.4,2.6,889987072,8126898176
0.014,50937856,0.24,177721344,0,48889856,0,49389568,2.8,2.8,2.8,777035776,8346394624,2,2,2,889987072,8126898176
0.012,50937856,0.26,177819648,0,48889856,0,49389568,2.9,2.8,3,776339456,8346394624,2.4,2.4,2.4,889987072,8126898176
0.014,50937856,1.5,177922048,0,48889856,0,49389568,2.7,2.6,2.8,776519680,8346394624,4.1,3,5.2,889798656,8126898176
0.014,50937856,1.5,177885184,0,48889856,0,49389568,3.3,2.8,3.8,776495104,8346394624,2.6,2.4,2.8,890056704,8126898176
0.01,50937856,0.24,177786880,0,48889856,0,49389568,2.6,3.2,2,776491008,8346394624,1.8,1.6,2,890056704,8126898176
0.011,50937856,0.25,177885184,0,48889856,0,49389568,3,3.2,2.8,776474624,8346394624,2.4,2,2.8,890572800,8126898176
0.011,50937856,0.26,177786880,0,48889856,0,49389568,2.7,2.6,2.8,776216576,8346394624,1.9,1.6,2.2,890572800,8126898176
0.011,50937856,0.28,177885184,0,48889856,0,49389568,2.6,3.2,2,776241152,8346394624,2.6,2.8,2.4,890314752,8126898176
0.99,40030208,0.23,177786880,0,48889856,0,49389568,2.7,2.6,2.8,776499200,8346394624,1.8,1.6,2,890056704,8126898176
1,40030208,0.24,177459200,0,48889856,0,49389568,4,4.2,3.8,765214720,8346394624,2.4,2.2,2.6,890056704,8126898176
0.017,40030208,0.26,177426432,0,48889856,0,49389568,2.8,3,2.6,765988864,8346394624,1.7,1.4,2,890056704,8126898176
0.013,40030208,0.26,177786880,0,48889856,0,49389568,3.2,3.2,3.2,765222912,8346394624,2.5,2.6,2.4,890568704,8126898176
0.014,40030208,0.25,177864704,0,48889856,0,49389568,2.5,2.2,2.8,765222912,8346394624,1.7,1.8,1.6,890310656,8126898176
0.013,40030208,0.26,178212864,0,48889856,0,49389568,3.3,3.4,3.2,765440000,8346394624,2.3,2.2,2.4,890826752,8126898176
0.7,40423424,0.29,178360320,0,48889856,0,49389568,2.3,2.8,1.8,765296640,8346394624,2,2,2,891392000,8126898176
6.2,42561536,0.51,178778112,0.053,51892224,0.044,52404224,5.5,5.8,5.2,769318912,8346394624,3.9,4,3.8,894177280,8126898176
12,44953600,1.6,179027968,0.053,51892224,0.044,52404224,10,10,11,771313664,8346394624,4.8,5,4.6,894394368,8126898176
14,44924928,4,179621888,0,51892224,0.00034,52404224,14,14,14,773283840,8346394624,5.5,5,6,894816256,8126898176
13,44924928,4.5,179707904,0,51892224,0,52404224,12,12,11,772526080,8346394624,5.5,5.4,5.6,895975424,8126898176
13,44261376,4.7,179605504,0,51892224,0,52404224,12,13,12,772415488,8346394624,5.9,5.2,6.6,895627264,8126898176
14,44912640,5,179535872,0,51892224,0,52404224,12,12,13,773074944,8346394624,5.2,5.4,5,895352832,8126898176
13,45420544,4.9,179806208,0,51892224,0,52404224,11,11,10,773177344,8346394624,5.9,5.2,6.6,894930944,8126898176
12,45502464,4.3,179781632,0,51892224,0,52404224,11,12,10,773332992,8346394624,4.9,5,4.8,895365120,8126898176
11,45658112,4.3,179703808,0,51892224,0.0017,52408320,11,11,11,772976640,8346394624,5.5,5.4,5.6,895311872,8126898176
11,46002176,4.8,179826688,0,51892224,0.0017,52408320,10,10,10,774180864,8346394624,5.3,4.6,6,895188992,8126898176
10,46149632,4.7,179806208,0,51892224,0,52408320,12,12,12,773554176,8346394624,5.7,5.2,6.2,895365120,8126898176
10,46477312,6.1,179798016,0,51892224,0,52408320,10,10,11,774475776,8346394624,7.3,6,8.6,895385600,8126898176
10,46747648,5.7,179924992,0,51896320,0,52408320,10,10,11,774324224,8346394624,6.1,6.2,6,895033344,8126898176
11,46989312,4.4,179986432,0,51896320,0,52408320,10,11,9.4,774205440,8346394624,5.1,4.6,5.6,895213568,8126898176
9.5,47755264,3.9,180019200,0,51896320,0,52408320,10,11,10,774619136,8346394624,5.4,5.2,5.6,895361024,8126898176
10,48730112,4.8,180084736,0,51896320,0,52408320,11,12,11,775278592,8346394624,6.2,5.8,6.6,895524864,8126898176
15,49537024,6,180101120,0,51896320,0,52408320,12,12,13,776429568,8346394624,6.5,6.4,6.6,895406080,8126898176
13,49537024,5.5,180289536,0,51896320,0,52408320,12,13,11,777097216,8346394624,5.5,5.4,5.6,895815680,8126898176
9.1,49537024,5,180412416,0,51896320,0,52408320,11,11,12,776978432,8346394624,5.9,5.6,6.2,895979520,8126898176
4.5,49537024,3.9,180342784,0,51896320,0,52408320,6.2,6,6.4,777175040,8346394624,3.2,2.6,3.8,895696896,8126898176
0.75,49537024,1.8,180244480,0,51896320,0,52408320,3.2,3.6,2.8,774049792,8346394624,2.4,2.2,2.6,892559360,8126898176
0.013,49537024,0.41,180137984,0.016,49012736,0,52408320,3,2.6,3.4,775340032,8346394624,1.7,1.4,2,892817408,8126898176
0.01,49537024,0.19,180137984,0.016,49012736,0,52408320,3.3,3.2,3.4,773984256,8346394624,2.6,2.2,3,892559360,8126898176
0.012,49537024,1.3,180375552,0,49012736,0,52408320,2.2,2.4,2,773984256,8346394624,4.2,6,2.4,892821504,8126898176
0.013,49537024,1.3,180367360,0,49012736,0,52408320,3.1,2.6,3.6,773992448,8346394624,2.3,2.4,2.2,892817408,8126898176
0.67,49537024,0.22,180256768,0,49012736,0,52408320,2.5,2.8,2.2,773992448,8346394624,5.2,2,8.4,899289088,8126898176
5.6,49696768,0.72,180498432,0,49012736,0,52408320,9.1,11,6.8,779931648,8346394624,7.3,5.4,9.2,898990080,8126898176
11,49377280,2.5,180441088,2.8,54853632,3,55373824,12,13,11,780087296,8346394624,7.5,9.4,5.6,898670592,8126898176
10,49315840,4.3,180346880,5.2,54853632,4.2,55373824,13,15,10,779747328,8346394624,9.5,7.2,12,899080192,8126898176
9.3,49315840,4.5,180228096,2.5,54853632,3.1,55373824,13,12,15,780165120,8346394624,8.2,5,11,899313664,8126898176
12,45010944,4.3,180428800,1.4,54853632,3.4,55373824,14,11,17,779534336,8346394624,9.2,6.4,12,898490368,8126898176
12,45010944,4.7,180527104,2.9,54853632,3.1,55373824,14,12,16,775827456,8346394624,5.9,5,6.8,898678784,8126898176
9.2,45010944,4.3,180346880,3,54853632,3.2,55373824,14,10,17,775675904,8346394624,8.3,6.8,9.8,898846720,8126898176
9.9,45096960,4.7,180420608,3,54853632,3.1,55373824,12,9.6,15,775606272,8346394624,8,5.4,11,898752512,8126898176
11,45404160,4.8,180342784,3,54857728,3.1,55373824,11,12,9.6,776114176,8346394624,8.9,6.4,11,898703360,8126898176
10,45588480,4,180531200,3,54857728,3.1,55373824,13,12,14,775782400,8346394624,11,8.8,13,899092480,8126898176
10,46104576,5.7,180563968,1.5,54857728,3.1,55373824,14,11,16,776261632,8346394624,8.9,7.8,10,899776512,8126898176
10,46542848,6,180568064,1.5,54857728,3.1,55373824,13,11,16,776699904,8346394624,8.4,5,12,899207168,8126898176
9.6,46637056,4.6,180617216,3,54857728,3.1,55373824,13,11,16,777392128,8346394624,8.7,5.8,12,899080192,8126898176
9.3,46764032,4.3,180740096,3,54857728,3.1,55373824,13,11,15,777318400,8346394624,8.3,8.6,8,899031040,8126898176
9.6,47079424,4.9,180662272,2.9,54857728,3.1,55373824,10,8.8,12,777760768,8346394624,8.4,6,11,898932736,8126898176
13,48082944,4.7,180781056,1.5,54857728,2.9,55373824,15,12,17,778969088,8346394624,8.8,11,6.8,899325952,8126898176
13,48848896,5.5,180826112,2.7,54857728,2.4,55373824,15,17,14,779145216,8346394624,11,15,6.8,899190784,8126898176
10,49496064,5.7,180809728,2.7,54857728,2.6,55373824,14,13,15,780845056,8346394624,6.4,6.6,6.2,899358720,8126898176
8.8,50167808,5,180887552,0,54857728,3,55373824,13,14,12,780750848,8346394624,11,15,6.6,900558848,8126898176
4,50130944,3.7,180854784,2.7,49180672,2.6,55373824,8.3,10,6.2,782028800,8346394624,5.7,8.6,2.8,894849024,8126898176
0.31,50130944,1.1,180842496,2.7,49143808,2.8,49680384,3.2,3,3.4,775524352,8346394624,2.5,2.2,2.8,894074880,8126898176
0.011,50130944,0.31,180764672,0,49143808,1.6,49647616,2.4,2.6,2.2,775266304,8346394624,3.9,2,5.8,893816832,8126898176
0.013,50130944,1.4,180953088,0,49143808,0,49647616,2.9,2.6,3.2,775524352,8346394624,2.5,2.6,2.4,894590976,8126898176
0.012,50130944,1.4,180854784,0,49143808,0,49647616,2.2,2,2.4,775266304,8346394624,1.9,1.8,2,893816832,8126898176
0.011,50130944,0.26,180953088,0,49143808,0,49647616,2.9,3,2.8,775274496,8346394624,2.4,2.6,2.2,893816832,8126898176
1.5,50130944,0.31,180985856,2.7,54996992,0,49647616,5.8,8.6,3,780951552,8346394624,5.7,5.6,5.8,898994176,8126898176
7.5,51109888,1.5,181088256,5.2,54996992,3.3,54939648,9.9,12,8,781426688,8346394624,11,8.6,12,898920448,8126898176
12,48988160,3,181075968,3.9,54996992,6,54939648,15,12,18,782106624,8346394624,11,14,9,900214784,8126898176
12,48988160,3.9,181137408,4.4,54996992,5.8,54939648,17,19,16,779661312,8346394624,12,12,12,899014656,8126898176
15,49029120,4.4,180957184,4.6,54996992,6.1,54939648,16,17,15,780070912,8346394624,8.4,5.2,12,898916352,8126898176
16,44675072,5.1,181030912,3.1,54996992,4.7,54939648,20,21,18,776339456,8346394624,12,14,10,898830336,8126898176
13,44806144,5.2,181035008,4.6,54996992,4.9,54939648,15,18,12,775725056,8346394624,12,8.4,15,898973696,8126898176
11,44683264,4.6,181211136,4.5,55001088,6.3,54939648,15,16,13,775897088,8346394624,12,17,6,899166208,8126898176
11,44830720,4,181346304,4.5,55001088,6.2,54939648,17,21,12,775536640,8346394624,10,11,9.6,899366912,8126898176
12,44994560,5.6,181288960,4.4,55001088,4.5,54939648,14,17,11,776228864,8346394624,14,17,10,899305472,8126898176
12,45281280,6.3,181354496,4.1,55001088,5.3,54939648,17,18,16,776376320,8346394624,8.7,10,7.2,899485696,8126898176
11,45481984,4.6,181391360,5.6,55001088,6.8,54939648,17,21,13,776527872,8346394624,11,6,15,899383296,8126898176
10,45613056,4,181448704,4.6,55001088,4.4,54939648,13,16,11,776679424,8346394624,11,5.6,17,899547136,8126898176
9.1,45838336,4.6,181379072,4,55001088,4.7,54939648,15,19,12,776843264,8346394624,12,6.2,18,899420160,8126898176
9.6,46419968,4.7,181530624,3.9,55001088,6.3,54939648,13,15,10,777248768,8346394624,11,17,5.6,899342336,8126898176
12,47288320,3.9,181530624,4.5,55001088,6.3,54939648,17,18,15,777654272,8346394624,9.3,8.6,10,899502080,8126898176
12,48107520,4.9,181579776,5.7,55001088,5.1,54939648,16,15,16,778317824,8346394624,12,8.6,16,899633152,8126898176
14,48660480,5.3,181563392,4.5,55001088,4.7,54939648,19,14,24,779522048,8346394624,13,7.8,18,899543040,8126898176
12,48660480,5.2,181702656,3.4,55001088,5.8,54939648,15,14,16,780238848,8346394624,10,5.8,14,899682304,8126898176
6.2,48766976,5.4,181641216,4.4,55001088,5.6,54939648,15,20,9.4,780136448,8346394624,11,5.4,16,900403200,8126898176
2.3,48766976,3.5,181796864,2.9,48689152,5.1,54939648,7.2,10,4.4,774709248,8346394624,6.3,2.6,10,893919232,8126898176
0.014,48766976,1.9,181825536,0.029,48689152,2.6,49340416,3.1,2.6,3.6,773902336,8346394624,2.4,2.6,2.2,894173184,8126898176
0.012,48766976,1.1,181714944,0,48689152,0.013,49213440,2.5,2.4,2.6,773644288,8346394624,1.9,1.6,2.2,894947328,8126898176
0.011,48766976,0.25,181796864,0,48689152,0,49213440,3,2.8,3.2,773640192,8346394624,2.5,2.6,2.4,893915136,8126898176
0.013,48766976,0.27,181714944,0,48689152,0,49213440,2.3,2.2,2.4,773382144,8346394624,1.8,1.6,2,894431232,8126898176
0.15,48766976,0.27,181796864,1.5,54648832,0,49213440,3,2.4,3.6,774541312,8346394624,2.6,3,2.2,894173184,8126898176
3.1,48865280,0.48,181846016,4.9,54538240,1.6,55111680,6.3,8.4,4.2,779223040,8346394624,8.8,14,3.6,900116480,8126898176
7.3,49004544,1.9,181800960,5.1,54538240,5.8,55083008,16,14,18,779419648,8346394624,14,12,16,900026368,8126898176
11,49152000,3.5,181919744,6.3,54538240,8.9,55083008,15,17,14,779579392,8346394624,14,14,15,900222976,8126898176
12,49156096,4.3,181760000,6.6,54538240,7.8,55083008,17,13,21,779739136,8346394624,13,7.2,18,900886528,8126898176
11,44904448,4.4,182009856,4.6,54538240,6.3,55083008,17,13,21,779882496,8346394624,15,6.4,23,900272128,8126898176
11,45379584,4.5,182140928,7,54542336,7.8,55083008,19,24,14,775331840,8346394624,14,10,17,904777728,8126898176
11,45469696,5.7,187195392,7.3,54542336,8.8,55083008,19,25,12,775745536,8346394624,15,7.4,22,905428992,8126898176
10,45604864,6.5,187166720,6.5,54542336,7.1,55083008,15,19,11,776417280,8346394624,14,6.4,22,905371648,8126898176
8.7,45760512,5.5,187301888,6.5,54542336,7.3,55083008,15,19,11,776065024,8346394624,14,16,11,905515008,8126898176
8.5,45846528,4.3,187252736,6,54542336,9,55083008,18,25,12,777584640,8346394624,12,6.4,18,905224192,8126898176
11,46108672,4.2,187342848,6,54542336,9.4,55083008,16,22,11,776429568,8346394624,15,11,19,905330688,8126898176
12,46526464,4.7,187396096,7.1,54542336,7.8,55087104,16,12,21,776835072,8346394624,13,14,11,906293248,8126898176
9.2,47005696,4.3,187445248,7.5,54542336,6.4,55087104,16,21,11,776998912,8346394624,13,11,15,904912896,8126898176
9.2,47194112,4.3,187342848,6.2,54542336,8,55087104,17,23,12,778424320,8346394624,14,6.4,21,905334784,8126898176
9.1,47243264,4.8,187281408,7.1,54542336,8.1,55087104,16,18,15,777576448,8346394624,14,13,14,905236480,8126898176
11,47788032,4.1,187396096,6.4,54542336,8,55087104,17,20,13,778014720,8346394624,14,7.2,20,905142272,8126898176
13,48488448,4.5,187379712,5.3,54542336,9,55087104,20,22,17,778674176,8346394624,15,7,24,905273344,8126898176
12,49008640,6,187351040,6.2,54542336,7.8,55087104,18,23,13,780124160,8346394624,13,14,11,905175040,8126898176
10,49012736,5.9,187441152,7.6,54542336,7,55087104,18,20,15,779776000,8346394624,16,8.8,24,905347072,8126898176
4.9,49012736,5.2,187244544,7.2,54542336,7,55087104,14,8.6,19,779730944,8346394624,12,4.8,19,905056256,8126898176
0.88,49012736,2.9,187129856,2.7,49000448,7.6,49385472,8.3,2.6,14,779460608,8346394624,4.3,2,6.6,899354624,8126898176
0.012,49012736,0.45,187129856,0.02,48832512,4.1,49348608,3.1,3.2,3,773992448,8346394624,2.2,2.2,2.2,899354624,8126898176
0.011,49012736,0.25,187129856,0,48832512,0.0016,49348608,2.3,2,2.6,773992448,8346394624,2.1,2.4,1.8,899612672,8126898176
0.011,49012736,0.31,187129856,0,48832512,0,49348608,3.1,3.2,3,773935104,8346394624,2.5,2.4,2.6,899612672,8126898176
0.015,49012736,0.24,187129856,0,48832512,0,49348608,2.3,2.4,2.2,773935104,8346394624,1.9,2,1.8,899354624,8126898176
0.81,49012736,0.26,187228160,1.5,54706176,0,49348608,3.1,2.8,3.4,773693440,8346394624,2.5,2.4,2.6,899608576,8126898176
4.6,49082368,0.7,187396096,5.2,54706176,4,55205888,10,6,14,779898880,8346394624,15,26,4.8,905539584,8126898176
7.8,49934336,2.3,187400192,9.6,54706176,8.4,55205888,20,22,18,779784192,8346394624,15,15,15,906215424,8126898176
11,48726016,4.2,187498496,10,54706176,9.6,55205888,17,22,12,779472896,8346394624,18,8.4,27,905093120,8126898176
13,48734208,4.6,187416576,8.7,54706176,9.8,55205888,19,18,19,779587584,8346394624,15,6.8,24,905531392,8126898176
12,44544000,4.7,187625472,7.3,54710272,12,55205888,20,27,14,779988992,8346394624,18,9.2,27,906702848,8126898176
11,44544000,5.4,187449344,7.2,54710272,11,55205888,20,23,16,775237632,8346394624,14,11,17,906629120,8126898176
11,44556288,5.2,187498496,8,54710272,9.1,55205888,19,12,26,775139328,8346394624,18,29,6.8,905756672,8126898176
8.9,44560384,4.2,187576320,8.5,54710272,11,55205888,18,15,20,775036928,8346394624,15,23,6,905707520,8126898176
9.6,44593152,4.2,187666432,8.9,54710272,11,55205888,19,21,16,775454720,8346394624,15,9.4,22,906883072,8126898176
11,44613632,4.7,187437056,9.1,54710272,9.4,55205888,20,22,19,775606272,8346394624,16,21,11,906276864,8126898176
9.6,44625920,4.5,187486208,8.7,54710272,10,55209984,19,23,15,774967296,8346394624,18,17,18,905662464,8126898176
11,45039616,4.4,187355136,7.6,54710272,9.9,55209984,19,22,16,775098368,8346394624,14,12,17,905580544,8126898176
11,45596672,4.8,187551744,8.3,54710272,11,55209984,18,23,12,775520256,8346394624,16,23,8,906784768,8126898176
9.9,46227456,4.6,187547648,7.7,54710272,11,55209984,19,17,21,776466432,8346394624,18,6.8,29,905416704,8126898176
9,46854144,4.5,187465728,9,54710272,9.3,55209984,19,18,20,777912320,8346394624,16,7.6,24,906600448,8126898176
12,47919104,4.6,187523072,9,54710272,11,55209984,18,22,14,777818112,8346394624,16,7,24,905474048,8126898176
13,48783360,5.5,187580416,7.1,54710272,12,55209984,20,12,28,778723328,8346394624,18,9.4,26,905334784,8126898176
12,49459200,6.4,187580416,9.4,54710272,10,55209984,20,22,18,779673600,8346394624,18,18,17,905494528,8126898176
9.5,49463296,5.8,187523072,9.6,54710272,11,55209984,21,13,28,780095488,8346394624,15,24,6.2,905416704,8126898176
3.7,49463296,4.3,187469824,7,49057792,9.6,55209984,14,14,13,780300288,8346394624,14,4,23,905392128,8126898176
0.45,49463296,1.7,187396096,2.7,48971776,6.8,49520640,7,3.4,11,774332416,8346394624,2.2,2.6,1.8,899686400,8126898176
0.011,49463296,0.3,187478016,0,48971776,2.9,49491968,2.9,2.6,3.2,774500352,8346394624,2.4,2.2,2.6,899686400,8126898176
0.013,49463296,0.26,187396096,0,48971776,0,49491968,2.4,2.2,2.6,775016448,8346394624,2.4,2.6,2.2,899944448,8126898176
0.013,49463296,0.27,187478016,0,48971776,0,49491968,2.9,2.8,3,774250496,8346394624,2,2,2,900718592,8126898176
0.011,49463296,0.29,187400192,0,48971776,0,49491968,2.7,2.6,2.8,774246400,8346394624,2.5,2.4,2.6,899686400,8126898176
0.95,49463296,0.28,187482112,3.7,54820864,0,49491968,3,3.6,2.4,773996544,8346394624,5.6,2.6,8.6,905719808,8126898176
5.1,49012736,1,187539456,9.6,54820864,5.8,55357440,16,10,23,778907648,8346394624,20,16,23,906379264,8126898176
11,49463296,3.2,187551744,12,54820864,13,55357440,22,15,29,779595776,8346394624,18,28,7,906797056,8126898176
12,49467392,4.3,187531264,10,54824960,13,55357440,20,12,27,780013568,8346394624,19,16,22,905949184,8126898176
11,49471488,4.9,187723776,10,54824960,13,55357440,23,15,31,780165120,8346394624,20,8.2,31,906096640,8126898176
11,45158400,5.6,187838464,10,54824960,13,55357440,20,22,18,776429568,8346394624,18,7.6,28,905981952,8126898176
11,45162496,4.8,187768832,9.7,54824960,13,55357440,21,23,18,775520256,8346394624,18,25,11,906166272,8126898176
11,45162496,4.4,187957248,9.4,54824960,14,55357440,22,21,22,775929856,8346394624,19,15,22,906887168,8126898176
10,45166592,4.6,187998208,9.7,54824960,12,55357440,19,17,21,776159232,8346394624,18,24,12,906002432,8126898176
10,45195264,4.3,187858944,11,54824960,13,55361536,21,12,30,775499776,8346394624,19,31,6.8,906158080,8126898176
11,45510656,3.9,188219392,10,54824960,14,55361536,20,22,19,775884800,8346394624,19,16,21,906067968,8126898176
9.7,45977600,4.5,188309504,9.9,54824960,13,55361536,22,16,28,776298496,8346394624,18,20,17,906248192,8126898176
9.7,46284800,4.4,188399616,11,54824960,12,55361536,20,27,13,777228288,8346394624,17,6.6,28,906407936,8126898176
9.9,46690304,4.8,188325888,10,54824960,11,55361536,19,15,23,776859648,8346394624,20,8.8,30,906555392,8126898176
9.3,46960640,5.1,188493824,11,54824960,14,55361536,22,18,25,778072064,8346394624,19,19,19,906985472,8126898176
10,47362048,3.9,188522496,10,54824960,13,55361536,21,29,14,778727424,8346394624,21,9.8,32,907177984,8126898176
13,47923200,5.4,188805120,11,54824960,12,55361536,21,28,14,779423744,8346394624,17,20,13,907046912,8126898176
12,48062464,6.5,188743680,11,54824960,15,55361536,24,14,34,778539008,8346394624,21,26,16,906915840,8126898176
11,48390144,5.2,188727296,10,54824960,12,55361536,21,15,26,779993088,8346394624,19,19,19,906588160,8126898176
8.9,48316416,5.2,188837888,11,54824960,13,55361536,21,29,12,779579392,8346394624,18,8.2,28,907812864,8126898176
2.7,48316416,3.6,188624896,6.7,49131520,13,55361536,15,24,6.4,778739712,8346394624,12,3.4,20,902107136,8126898176
0.014,48316416,1.1,188399616,1.5,49098752,7.6,49635328,2.4,2.4,2.4,773054464,8346394624,2.6,2.8,2.4,901074944,8126898176
0.012,48316416,0.27,188506112,0,49098752,2.1,49635328,3,2.8,3.2,773054464,8346394624,2,2.2,1.8,901074944,8126898176
0.013,48316416,0.23,188399616,0,49098752,0,49635328,2.5,2.6,2.4,773070848,8346394624,2.4,2.6,2.2,901074944,8126898176
0.015,48316416,0.22,188506112,0,49098752,0,49635328,2.9,3.2,2.6,773079040,8346394624,2,1.8,2.2,901672960,8126898176
0.083,48316416,0.24,188399616,0,49098752,0,49635328,2.6,2.6,2.6,772915200,8346394624,2.4,2.2,2.6,901070848,8126898176
2.7,47661056,0.37,188530688,6.7,55066624,0,49635328,6.6,4.4,8.8,779583488,8346394624,12,12,12,907014144,8126898176
6.6,47669248,1.4,188669952,13,54939648,9.3,55418880,20,9.2,32,778694656,8346394624,22,10,35,906936320,8126898176
9.9,46678016,4.3,188669952,11,54939648,17,55418880,24,25,22,779640832,8346394624,22,12,31,906862592,8126898176
13,46682112,4.9,188833792,12,54939648,14,55418880,24,23,24,779038720,8346394624,20,32,7.8,907014144,8126898176
14,44425216,4.5,188608512,14,54939648,15,55418880,23,25,20,778170368,8346394624,21,33,7.8,907194368,8126898176
13,44900352,5.3,188735488,11,54939648,16,55418880,25,27,24,775745536,8346394624,21,21,22,907091968,8126898176
12,44900352,4.8,188665856,11,54939648,16,55418880,24,26,23,776663040,8346394624,20,34,6.8,906997760,8126898176
10,45015040,4.7,188731392,13,54939648,16,55418880,22,28,16,776564736,8346394624,22,31,14,907980800,8126898176
9.3,45256704,4.2,188702720,14,54939648,16,55418880,21,14,29,777252864,8346394624,21,16,26,907083776,8126898176
11,45510656,3.8,188657664,12,54939648,16,55418880,24,15,33,777158656,8346394624,21,26,16,906743808,8126898176
11,45879296,4.6,188801024,12,54939648,13,55418880,23,19,27,777310208,8346394624,20,20,20,907177984,8126898176
9.5,46272512,5.1,188837888,13,54939648,14,55418880,23,28,17,777199616,8346394624,21,7,34,907079680,8126898176
11,46751744,4.8,188899328,12,54939648,16,55418880,21,19,24,778108928,8346394624,20,14,26,906985472,8126898176
12,47128576,4.6,188768256,12,54939648,15,55418880,25,29,21,778014720,8346394624,24,15,32,907415552,8126898176
11,47484928,5.1,188911616,12,54939648,15,55418880,23,18,27,778428416,8346394624,20,16,25,907325440,8126898176
12,48123904,5.4,189038592,12,54939648,15,55418880,23,21,24,779878400,8346394624,22,25,18,907218944,8126898176
11,48328704,4.9,188882944,11,54939648,17,55418880,23,19,27,779513856,8346394624,20,20,20,907382784,8126898176
13,48451584,5.3,189059072,13,54939648,16,55418880,26,36,16,780152832,8346394624,22,7.6,37,908283904,8126898176
13,48451584,5.7,188993536,14,54939648,14,55418880,24,24,25,779710464,8346394624,20,17,24,907169792,8126898176
5.9,48476160,4.9,189173760,12,54939648,17,55418880,21,24,18,779624448,8346394624,20,5.8,34,907886592,8126898176
1.4,48476160,2.5,188895232,6.9,49229824,15,55418880,15,9.8,19,774111232,8346394624,9.1,3,15,901406720,8126898176
0.014,48476160,0.63,188809216,1.4,49229824,5.9,49709056,2.9,3.2,2.6,774111232,8346394624,2.2,2,2.4,901406720,8126898176
0.011,48476160,0.26,188899328,0,49229824,0.014,49709056,2.7,2.6,2.8,773853184,8346394624,2.3,2.6,2,901406720,8126898176
0.01,48476160,0.27,188809216,0,49229824,0,49709056,2.8,3.2,2.4,774078464,8346394624,2.5,2.6,2.4,901664768,8126898176
0.012,48476160,0.26,188899328,0,49229824,0,49709056,2.6,2.4,2.8,774074368,8346394624,1.9,2,1.8,901664768,8126898176
0.058,48476160,0.26,188809216,1.5,55115776,0,49709056,2.9,2.4,3.4,773836800,8346394624,4.2,5.4,3,901685248,8126898176
3.6,48463872,1.1,188768256,8,55074816,4.2,55562240,11,13,9.4,779780096,8346394624,18,26,11,908361728,8126898176
8.2,49201152,3,188964864,14,55074816,12,55562240,24,28,21,780521472,8346394624,24,38,11,907513856,8126898176
11,49262592,4.3,188989440,16,55074816,17,55562240,25,24,27,780709888,8346394624,22,26,18,907694080,8126898176
11,49262592,4,188985344,15,55074816,19,55562240,24,13,36,780595200,8346394624,24,24,24,908120064,8126898176
12,43962368,4.2,189026304,15,55074816,19,55562240,25,31,19,780693504,8346394624,24,7.2,41,907747328,8126898176
12,44560384,5,188952576,14,55074816,17,55562240,27,33,20,775675904,8346394624,23,27,18,907669504,8126898176
9.8,44441600,4.7,188977152,14,55074816,16,55566336,24,33,15,775770112,8346394624,23,24,23,907304960,8126898176
10,44441600,4.3,189079552,14,55074816,17,55566336,25,16,34,776736768,8346394624,24,7,41,907481088,8126898176
10,44498944,4.2,188866560,14,55074816,17,55566336,24,33,16,775872512,8346394624,22,7.8,36,907415552,8126898176
9.4,44507136,4.3,188981248,16,55074816,18,55566336,24,23,25,776028160,8346394624,24,23,26,908345344,8126898176
11,44519424,4.7,189022208,15,55074816,19,55566336,25,27,23,775901184,8346394624,23,7,40,907493376,8126898176
12,44617728,5.2,188977152,13,55074816,20,55566336,24,35,14,775507968,8346394624,23,34,13,907436032,8126898176
9.8,45109248,5.2,188944384,14,55074816,18,55566336,25,16,33,775667712,8346394624,24,41,7.6,908636160,8126898176
9,45588480,5.4,189071360,13,55074816,17,55566336,25,22,27,776347648,8346394624,24,10,38,907530240,8126898176
10,46526464,5.1,188977152,15,55074816,19,55566336,24,34,13,778055680,8346394624,22,26,17,907444224,8126898176
12,47230976,4.4,189112320,16,55074816,18,55566336,27,35,19,777953280,8346394624,25,40,10,907575296,8126898176
13,48275456,4.7,189095936,15,55074816,17,55566336,26,28,25,779915264,8346394624,24,7.8,40,907472896,8126898176
13,48971776,5.2,188997632,15,55074816,19,55566336,25,21,30,780292096,8346394624,23,13,33,908648448,8126898176
10,49213440,6,189030400,13,55074816,18,55566336,27,21,32,780451840,8346394624,24,41,7,907554816,8126898176
5,49213440,4.4,189009920,12,49389568,17,55566336,21,25,17,780644352,8346394624,21,37,4.8,907501568,8126898176
0.93,49213440,1.6,189050880,6.4,49356800,15,49881088,10,17,3.4,774918144,8346394624,5,7.8,2.2,902041600,8126898176
0.012,49213440,0.51,188805120,0,49356800,5.4,49844224,2.4,2.6,2.2,775434240,8346394624,2.3,2.6,2,902041600,8126898176
