CPU Stress, Cpu-2,NumOfRequests,Period, Throughput, Response Time,Acme Web CPU Usage,MongoDB CPU Usage,VM 1 Avg Host CPU Usage,VM 1 Host CPU 0 Usage,VM 1 Host CPU 1 Usage,VM 2 Avg Host CPU Usage,VM 2 Host CPU 0 Usage,VM 2 Host CPU 1 Usage,MongoDB Memory Usage,Acme Web Memory Usage,VM 1 Host Mem Usage,VM 1 Host Mem Total,VM 2 Host Mem Usage,VM 2 Host Mem Total
21,26,4000,0.025,301.3,2.2,26.38095238,10.69047619,31.85714286,31.28571429,32.23809524,21.67142857,24.98095238,18.32380952,306887923.8,65313255.62,800458264.4,8346394624,800458264.4,8126898176
25,31,4000,0.025,301.3,2.2,25.38181818,10.71363636,32.19545455,31.7,32.91818182,23.53181818,26.01818182,20.91818182,307928157.1,66487575.27,801146135.3,8346394624,801146135.3,8126898176
29,36,4000,0.025,301.3,2.4,25.65909091,10.59045455,34.09090909,34.38181818,33.72727273,25.56363636,27.82727273,23.28181818,310380544,67930670.55,802331182.5,8346394624,802331182.5,8126898176
33,41,4000,0.025,301.3,2.3,25.25454545,10.34772727,35.57727273,33.54545455,37.74545455,27.82272727,25.05454545,30.29090909,313720087.3,67424069.82,802945024,8346394624,802945024,8126898176
37,46,4000,0.025,301.3,2.5,27.04761905,10.72380952,39.38095238,37.80952381,40.80952381,30.8047619,32.00952381,29.74285714,314820705.5,65364943.24,801452032,8346394624,801452032,8126898176
41,51,4000,0.025,301.3,2.3,25.71363636,10.71818182,39.23181818,37.54545455,40.82727273,32.57727273,28.8,36.08181818,316581888,67689192.73,802184657.5,8346394624,802184657.5,8126898176
45,56,4000,0.025,301.3,2.4,25.68181818,10.58545455,40.81363636,38.92727273,42.79090909,34.72272727,30.84545455,38.74545455,320926626.9,67426117.82,802082071.3,8346394624,802082071.3,8126898176
49,61,4000,0.025,301.3,2.6,26.03636364,10.63681818,42.86818182,39.46363636,46.09090909,37.05909091,36.69090909,37.56363636,323710045.1,66496884.36,802208861.1,8346394624,802208861.1,8126898176
53,66,4000,0.025,301.3,2.4,26.95238095,10.5952381,46.57142857,44.57142857,48.47619048,40.58571429,43.56190476,37.41904762,328763099.4,67412358.1,803688643,8346394624,803688643,8126898176
57,71,4000,0.025,301.3,2.8,26.37727273,10.61363636,46.41818182,44.60909091,48.04545455,41.29545455,38.45454545,44,331056407.3,66792913.45,802410123.6,8346394624,802410123.6,8126898176
0,0,5333,0.01875,400,2.3,34.07272727,13.61772727,27.45909091,26.32727273,28.45454545,10.85454545,11.19090909,10.88181818,333897914.2,70578362.18,801952674.9,8346394624,801952674.9,8126898176
5,6,5333,0.01875,400,2.4,34.28181818,13.45272727,29.65,28.30909091,31.12727273,13.78181818,13.72727273,13.92727273,336812218.2,70038993.45,805410629.8,8346394624,805410629.8,8126898176
9,11,5333,0.01875,400,2.6,34.30909091,13.55454545,31.45454545,30.73636364,32.26363636,16.03636364,14.61818182,17.40909091,337921303.3,71623028.36,806768267.6,8346394624,806768267.6,8126898176
13,16,5333,0.01875,400,2.5,34.19545455,13.82,33.10454545,32.5,33.46363636,18.37272727,18.77272727,17.97272727,339502173.1,71672180.36,810531560.7,8346394624,810531560.7,8126898176
17,21,5333,0.01875,400,2.7,34.44090909,13.8,34.76363636,33.87272727,35.74545455,20.65454545,22.80909091,18.68181818,341574004.4,71922781.09,809531578.2,8346394624,809531578.2,8126898176
